date,"Dollar, Euro and Swiss Franc",Yen
Jun-14,,177.8456
Sep-14,,186.2503
Dec-14,,178.0304
Mar-15,,192.46
Jun-15,,181.4308
Sep-15,,178.4059
Dec-15,,161.5943
Mar-16,,137.8353
Jun-16,,131.5469
Sep-16,,143.8713
Dec-16,,139.353
Mar-17,,145.9816
Jun-17,,151.0105
Sep-17,,151.974
Dec-17,,149.241
Mar-18,,146.2232
Jun-18,,148.1458
Sep-18,,140.40
Dec-18,,144.2291
Mar-19,,137.1442
