year,debt
Mar-08,0
Jun-08,184
Sep-08,0
Dec-08,198
Mar-09,0
Jun-09,183
Sep-09,0
Dec-09,167
Mar-10,172
Jun-10,176
Sep-10,182
Dec-10,176
Mar-11,169
Jun-11,175
Sep-11,166
Dec-11,174
Mar-12,166
Jun-12,158
Sep-12,149
Dec-12,158
Mar-13,170
Jun-13,183
Sep-13,208
Dec-13,201
Mar-14,213
Jun-14,223
Sep-14,246
Dec-14,264
Mar-15,270
Jun-15,265
Sep-15,256
Dec-15,269
Mar-16,267
Jun-16,284
Sep-16,267
Dec-16,249
Mar-17,245
Jun-17,226
Sep-17,248
Dec-17,243
Mar-18,229
Jun-18,219
