date,series1,series1a,series1b,series1c,series2,series2a,series2b,series2c,series3,series3a,series3b,series3c
Dec-08,590,39,16.71428571,7.760204082,427,41,17.57142857,8.158163265,229,,,
Jun-09,563,37,15.85714286,7.362244898,397,28,12,5.571428571,205,,,
Dec-09,567,30,12.85714286,5.969387755,368,22,9.428571429,4.37755102,229,,,
Mar-10,587,30,12.85714286,5.969387755,365,23,9.857142857,4.576530612,,,,
Jun-10,582,30,12.85714286,5.969387755,347,21,9,4.178571429,244,,,
Sep-10,600,32,13.71428571,6.367346939,345,20,8.571428571,3.979591837,,,,
Dec-10,591,31,13.28571429,6.168367347,339,20,8.571428571,3.979591837,256,,,
Mar-11,578,30,12.85714286,5.969387755,336,18,7.714285714,3.581632653,,,,
Jun-11,589,30,12.85714286,5.969387755,342,19,8.142857143,3.780612245,263,,,
Sep-11,581,29,12.42857143,5.770408163,339,20,8.571428571,3.979591837,,,,
Dec-11,566,28,12,5.571428571,351,22,9.428571429,4.37755102,205,,,
Mar-12,536,28,12,5.571428571,352,22,9.428571429,4.37755102,184,35,15,6.964285714
Jun-12,517,26,11.14285714,5.173469388,349,22,9.428571429,4.37755102,167,34,14.57142857,6.765306122
Sep-12,497,26,11.14285714,5.173469388,343,22,9.428571429,4.37755102,154,34,14.57142857,6.765306122
Dec-12,498,27,11.57142857,5.37244898,321,20,8.571428571,3.979591837,177,34,14.57142857,6.765306122
Mar-13,493,27,11.57142857,5.37244898,318,20,8.571428571,3.979591837,175,34,14.57142857,6.765306122
Jun-13,502,29,12.42857143,5.770408163,320,19,8.142857143,3.780612245,182,34,14.57142857,6.765306122
Sep-13,530,30,12.85714286,5.969387755,320,19,8.142857143,3.780612245,210,36,15.42857143,7.163265306
Dec-13,526,29,12.42857143,5.770408163,317,19,8.142857143,3.780612245,209,35,15,6.964285714
Mar-14,552,31,13.28571429,6.168367347,316,20,8.571428571,3.979591837,236,37,15.85714286,7.362244898
Jun-14,574,31,13.28571429,6.168367347,320,22,9.428571429,4.37755102,254,38,16.28571429,7.56122449
Sep-14,615,35,15,6.964285714,323,23,9.857142857,4.576530612,292,42,18,8.357142857
Dec-14,632,36,15.42857143,7.163265306,319,22,9.428571429,4.37755102,313,43,18.42857143,8.556122449
Mar-15,644,35,15,6.964285714,308,21,9,4.178571429,336,41,17.57142857,8.158163265
Jun-15,639,34,14.57142857,6.765306122,303,20,8.571428571,3.979591837,336,39,16.71428571,7.760204082
Sep-15,619,32,13.71428571,6.367346939,297,19,8.142857143,3.780612245,322,37,15.85714286,7.362244898
Dec-15,631,33,14.14285714,6.566326531,299,20,8.571428571,3.979591837,332,38,16.28571429,7.56122449
Mar-16,638,33,14.14285714,6.566326531,311,21,9,4.178571429,327,39,16.71428571,7.760204082
Jun-16,652,34,14.57142857,6.765306122,316,21,9,4.178571429,336,40,17.14285714,7.959183673
Sep-16,631,,,,325,22,9.428571429,4.37755102,306,,,
Dec-16,622,,,,340,23,9.857142857,4.576530612,281,,,
Mar-17,617,,,,341,23,9.857142857,4.576530612,276,,,
Jun-17,599,,,,340,23,9.857142857,4.576530612,259,,,
Sep-17,640,39,16.71428571,7.760204082,363,25,10.71428571,4.974489796,277,47,20.14285714,9.352040816
Dec-17,644,40,17.14285714,7.959183673,360,26,11.14285714,5.173469388,285,48,20.57142857,9.551020408
Mar-18,621,40,17.14285714,7.959183673,354,26,11.14285714,5.173469388,266,48,20.57142857,9.551020408
Jun-18,625,41,17.57142857,8.158163265,351,28,12,5.571428571,273,49,21,9.75
Sep-18,627,42,18,8.357142857,345,31,13.28571429,6.168367347,283,52,22.28571429,10.34693878
Dec-18,602,42,18,8.357142857,343,31,13.28571429,6.168367347,258,52,22.28571429,10.34693878
