area code,area name,_2018,_2019,_2020,_2021,_2022,_2023,_2024,_2025,_2026,_2027,_2028,_2029,_2030,_2031,_2032,_2033,_2034,_2035,_2036,_2037,_2038,_2039,_2040,_2041,_2042,_2043
E07000043,North Devon,25.10144626,25.3272442,25.52616306,25.72506223,26.06440717,26.39141278,26.7492577,27.1044044,27.53822123,27.96977659,28.44041987,28.95150453,29.44815084,29.90648106,30.40428838,30.78101728,31.1608494,31.49022134,31.85874518,32.12584387,32.34377479,32.46960922,32.52411898,32.55066474,32.55813483,32.57061282
E07000044,South Hams,28.01985595,28.2649713,28.56856385,28.7934574,29.15380412,29.50093505,29.84649848,30.28290293,30.66944352,31.18733391,31.66384795,32.19516866,32.71460979,33.23651565,33.71426834,34.0789147,34.41757321,34.71820645,34.98531789,35.18256022,35.30112054,35.32618595,35.32923579,35.30943124,35.23791531,35.17101012
E07000045,Teignbridge,26.28722411,26.62076568,26.83682038,27.0415611,27.32508135,27.6348988,27.96495272,28.34311127,28.79992542,29.32087506,29.82711375,30.41864811,30.95909686,31.45422244,31.93105362,32.33384613,32.72603372,33.04192087,33.35361274,33.58672712,33.76371695,33.83985706,33.87750361,33.86527851,33.84831144,33.82381706
E07000046,Torridge,27.14145253,27.56220894,27.81595665,28.11401276,28.45899277,28.8711014,29.39802278,29.80343631,30.21682229,30.72484836,31.26358825,31.84954302,32.42324086,32.96742029,33.50269873,33.93302363,34.36339477,34.76329375,35.16089482,35.4392558,35.62952304,35.70729307,35.75339949,35.7540818,35.72146045,35.6892062
E07000047,West Devon,27.44741392,27.83375802,28.11788997,28.43093281,28.78904642,29.15208164,29.56629412,30.024826,30.56272298,31.14766699,31.70319334,32.31787355,32.90579998,33.40282476,33.89610535,34.31138424,34.7623747,35.09152698,35.40095843,35.68146068,35.84013094,35.90233842,35.89998606,35.8725613,35.78410131,35.7397834
E07000048,Christchurch,31.47985289,31.62742763,31.67963776,31.79769245,32.11730002,32.3347275,32.65156537,32.99300154,33.46200079,33.86326009,34.34989956,34.88587517,35.47861851,36.01693202,36.51410084,36.9679215,37.44272627,37.84590119,38.24020066,38.58697957,38.86087154,39.10958661,39.29943174,39.42968183,39.54511758,39.65446496
E07000049,East Dorset,31.40539999,31.6092094,31.73253101,31.88623143,32.07598056,32.40931663,32.72697506,33.02569071,33.40037655,33.82485113,34.32621685,34.77428242,35.26468992,35.74167182,36.15638434,36.53931039,36.93332361,37.24124758,37.59814936,37.8502607,38.01865696,38.14990926,38.26060102,38.28289701,38.29040485,38.31512946
E07000050,North Dorset,25.91437162,26.40229269,26.8655876,27.33888423,27.81126206,28.33018533,28.87220319,29.38969208,30.00378324,30.64483238,31.27178325,31.9450213,32.60696051,33.22895161,33.7853043,34.30094247,34.79010434,35.21353314,35.6943514,36.04027273,36.26851496,36.44111155,36.57636672,36.63529854,36.68017774,36.67217065
E07000051,Purbeck,27.56126021,27.95000337,28.33239922,28.67678151,29.15069458,29.57150419,30.0715028,30.53631012,31.15085939,31.70375486,32.28891077,32.86713504,33.37426372,33.93820251,34.45156323,34.89664178,35.30913929,35.68316326,36.0664783,36.38217027,36.56650774,36.72841212,36.84927789,36.89228127,36.89538712,36.92610725
E07000052,West Dorset,30.68785643,31.27286773,31.7041785,32.07781757,32.56194268,33.1478694,33.66531939,34.16932299,34.77789894,35.49068898,36.17153411,36.9060615,37.58544341,38.20958949,38.80265155,39.33500557,39.83342045,40.33253469,40.7639488,41.12996634,41.40062077,41.59220815,41.75606384,41.8456589,41.89851523,41.93613685
E07000053,Weymouth and Portland,25.36096561,25.85714773,26.32310289,26.75636299,27.22626892,27.80661783,28.26784389,28.8198338,29.30435728,29.9698724,30.5605945,31.28932338,31.89199623,32.46771307,33.04275707,33.5889813,34.07910187,34.52453795,34.94283955,35.31122624,35.58151659,35.74769201,35.84772787,35.90852826,35.95587368,35.99233756
E07000061,Eastbourne,24.93214424,25.21389833,25.36226421,25.6611434,25.9304831,26.25894508,26.58178273,26.98688325,27.37916553,27.86035569,28.38954586,28.92716443,29.45388994,29.97041635,30.48424715,30.9702444,31.4165179,31.77742758,32.19045381,32.56082324,32.85365094,33.07099406,33.24901952,33.41230203,33.53263801,33.67500653
E07000062,Hastings,19.78030262,20.16753604,20.44167621,20.72382772,21.13093935,21.45755299,21.82968766,22.24286233,22.66458856,23.10125441,23.61963844,24.20780821,24.73714049,25.31941338,25.8632997,26.33644531,26.77061165,27.15638336,27.58109959,27.86968635,28.10215773,28.26776785,28.42368052,28.50646404,28.57556135,28.64775277
E07000063,Lewes,25.54017753,25.87582931,26.17635701,26.48231462,26.71666645,27.00110852,27.37395488,27.72239186,28.14754635,28.55635018,29.02071556,29.50531752,30.04633558,30.48487473,30.98731904,31.3869498,31.76091372,32.06339175,32.38734513,32.69108605,32.91289036,33.05557994,33.17554261,33.27661983,33.30886193,33.31667959
E07000064,Rother,31.88508823,32.20338146,32.49481258,32.82111768,33.13027959,33.51339781,33.92289546,34.32199849,34.79172014,35.31852044,35.92764209,36.53872787,37.14401822,37.74627526,38.28725969,38.74394695,39.22895924,39.6141022,40.01763167,40.33951865,40.58411673,40.76300082,40.88713537,40.9744573,41.00872292,41.07280086
E07000065,Wealden,25.92976432,26.17313257,26.36703561,26.62050821,26.89732282,27.20679257,27.58564947,27.9144589,28.27740393,28.72095955,29.22427089,29.77843299,30.309278,30.80111853,31.29682176,31.71856593,32.09462893,32.4392957,32.80214679,33.09885056,33.32432727,33.46821314,33.55676495,33.57742358,33.59365979,33.63385246
E07000066,Basildon,17.17510841,17.24026308,17.27181572,17.30057072,17.39133061,17.5023226,17.62060477,17.75021512,17.94763034,18.10779418,18.32310202,18.5088206,18.72102696,18.94470849,19.15473238,19.33714421,19.50593851,19.64136923,19.78426631,19.8819809,19.95775409,19.96727633,20.00681314,20.03751598,20.05692612,20.08531463
E07000067,Braintree,20.1074155,20.50169371,20.77774274,21.09790959,21.38644674,21.69775497,21.98930005,22.28379608,22.64625001,23.04455951,23.47316246,23.87034519,24.27126725,24.67405832,25.09325546,25.41823378,25.72356444,25.99579605,26.30005,26.5254019,26.66075287,26.76985657,26.86412458,26.89406012,26.89895615,26.91860737
E07000068,Brentwood,20.32789027,20.39449511,20.44185056,20.52263908,20.62262845,20.72522412,20.82273851,21.01309815,21.26407144,21.5736797,21.81748674,22.08592099,22.36864586,22.63200255,22.90470067,23.09915669,23.27081891,23.45358164,23.60596734,23.68239567,23.76589206,23.79206292,23.85317446,23.87641899,23.93135706,24.01526928
E07000069,Castle Point,25.2403686,25.46916614,25.59345975,25.69047987,25.87011714,26.04670036,26.19101673,26.31268746,26.56957889,26.75308287,27.00895609,27.22456516,27.43352995,27.64660975,27.88241758,28.08405477,28.31669581,28.43559009,28.57160492,28.6261176,28.67772046,28.69405851,28.70156015,28.64845601,28.59391062,28.55754909
E07000070,Chelmsford,19.13213876,19.24415288,19.34511875,19.48362857,19.58051383,19.74493699,19.86633083,19.99666814,20.18054149,20.44147889,20.65520308,20.91774129,21.14016112,21.39693629,21.65942972,21.90418512,22.11114745,22.28919897,22.50842542,22.67146892,22.79195799,22.88490802,22.96213374,23.01384851,23.06312929,23.12426072
E07000071,Colchester,17.22859087,17.25285819,17.25812714,17.27469061,17.30152,17.41117389,17.52914502,17.66736493,17.81516217,17.99705883,18.21706061,18.45578777,18.67423921,18.93921927,19.15035331,19.37880062,19.5969932,19.75200919,19.94362465,20.09435126,20.21184654,20.28908123,20.36278288,20.38832406,20.42354667,20.45884369
E07000072,Epping Forest,19.6229897,19.74677508,19.8652004,19.99032247,20.15513644,20.34064474,20.53816887,20.8192899,21.12439478,21.45321966,21.79912962,22.12028811,22.53206638,22.89741992,23.23679214,23.53741399,23.84770748,24.12458868,24.41665102,24.60930662,24.80928665,24.94230656,25.08381748,25.21778115,25.35599244,25.49606353
E07000073,Harlow,15.34170959,15.42024694,15.48998832,15.63998544,15.7155643,15.88744885,16.03911727,16.25881328,16.47665163,16.7245263,16.97195876,17.20906158,17.47374301,17.71886401,17.95303257,18.15244054,18.33203506,18.4898516,18.63498661,18.76351078,18.82885352,18.8574761,18.9306783,18.96863593,18.99582506,19.02443751
E07000074,Maldon,24.93597206,25.31430189,25.58380119,25.96756738,26.28268201,26.63620609,26.98196383,27.34634597,27.73074737,28.09456093,28.42029841,28.83432242,29.32730765,29.78993387,30.23710994,30.61635186,30.90602254,31.18345729,31.41066496,31.65121852,31.7657812,31.85021969,31.91849362,31.93371389,31.90575938,31.88073674
E07000075,Rochford,23.02341891,23.22295528,23.30129949,23.42384003,23.58837185,23.74090892,23.96906041,24.15928089,24.36923651,24.70159752,25.02173802,25.32663857,25.6299437,25.91298004,26.23476797,26.48273774,26.7451375,26.95553849,27.18188245,27.36844507,27.46155735,27.52468632,27.5542959,27.57830805,27.58191752,27.54877525
E07000076,Tendring,29.53917272,29.68336073,29.78376162,29.89956473,30.07312748,30.28097491,30.51525858,30.76474214,31.09118938,31.49816385,31.83501321,32.25993209,32.65004407,33.07191085,33.4821657,33.84569631,34.21250234,34.49172988,34.76943501,34.99051871,35.12442736,35.21396828,35.28399005,35.31492214,35.31155883,35.31702197
E07000077,Uttlesford,19.49113581,19.70594209,19.87008842,20.07256619,20.3051364,20.59638105,20.89526078,21.21535288,21.59993875,21.98328853,22.43620724,22.83297894,23.25468726,23.66848526,24.09183318,24.46995662,24.80984477,25.1271537,25.42753007,25.71289011,25.93570192,26.1015345,26.23511277,26.31572594,26.40930048,26.53218385
E07000078,Cheltenham,19.23221454,19.55427018,19.8261256,20.10719087,20.42827364,20.78333476,21.10952702,21.4927095,21.89751861,22.31982449,22.74527694,23.24555225,23.67349389,24.04817,24.42281499,24.76604026,25.09776169,25.3791745,25.61840416,25.87473338,26.08281223,26.21107128,26.28831582,26.34561973,26.3612686,26.39012288
E07000079,Cotswold,25.56671385,25.84202979,26.06833669,26.27274428,26.61880668,26.94356614,27.29956503,27.691271,28.12004597,28.58787842,29.00452118,29.54835458,30.02883225,30.52597798,30.97485227,31.37768184,31.75897166,32.0800436,32.45865117,32.76260323,32.9888664,33.1179848,33.23390387,33.26391855,33.25860313,33.27783596
E07000080,Forest of Dean,24.30468091,24.61262955,24.85619724,25.05497873,25.26053912,25.56540635,25.89690514,26.20731689,26.59667557,27.02739249,27.46987898,27.85682708,28.31259078,28.76813435,29.2161823,29.56016664,29.9120399,30.16579297,30.40747758,30.62479919,30.71274746,30.73859006,30.67825743,30.59777889,30.42613952,30.30459197
E07000081,Gloucester,16.68407008,16.92189873,17.17283083,17.44981446,17.72551851,18.04539813,18.41136,18.76746354,19.14286606,19.54032797,19.97341628,20.37193155,20.77032082,21.15861382,21.53552582,21.86012325,22.17273356,22.42794627,22.6732679,22.86673747,22.98974774,23.07132482,23.12291553,23.12545996,23.0860677,23.08703746
E07000082,Stroud,22.36449643,22.66558756,22.89723546,23.13589128,23.34110362,23.61544125,23.90031745,24.2682645,24.63763578,25.04102229,25.45856827,25.858298,26.28204987,26.68123168,27.11734544,27.46630176,27.77747596,28.0696867,28.3848167,28.64886547,28.81527889,28.90462617,28.94276062,28.90935503,28.84803635,28.81736281
E07000083,Tewkesbury,22.10823011,22.13274736,22.16124081,22.2750966,22.3578642,22.52955541,22.7525722,22.96543633,23.23388166,23.57839387,23.90594896,24.31385444,24.66858582,25.05364216,25.4352395,25.74749958,26.07195667,26.2766909,26.52109323,26.72262826,26.8640898,26.95194244,26.99116509,26.98709077,26.94263145,26.92153528
E07000084,Basingstoke and Deane,17.20888413,17.51477872,17.71326749,17.93417893,18.26047418,18.56407929,18.88590523,19.27904091,19.64049945,20.08172125,20.49888683,20.92249014,21.36422136,21.72799441,22.09550873,22.41855332,22.74182793,22.97327302,23.25174962,23.46748178,23.63517727,23.72979373,23.85241932,23.91291162,23.95542281,24.01173929
E07000085,East Hampshire,23.20083526,23.56689468,23.89074081,24.28137155,24.70885445,25.11456662,25.5232124,25.94586901,26.45106213,26.88915771,27.42381421,27.93086406,28.34512968,28.79761439,29.20737627,29.56572533,29.92010606,30.2063073,30.5230519,30.79352615,31.00275883,31.151201,31.27102703,31.32298671,31.36128086,31.38528595
E07000086,Eastleigh,19.47898254,19.69008306,19.86855972,20.07932986,20.2942559,20.50900937,20.7766573,21.04807279,21.33454888,21.62121135,21.9354592,22.24863212,22.6030331,22.86945452,23.11913371,23.33465019,23.54389492,23.71633541,23.92186908,24.0544128,24.16549012,24.23652928,24.28253123,24.30681404,24.31302765,24.32290092
E07000087,Fareham,23.39198377,23.65688978,23.89715714,24.21676337,24.47206143,24.83458575,25.21425896,25.55676847,25.9908332,26.3939876,26.84877423,27.28502281,27.71289199,28.12778563,28.48234941,28.82033849,29.11881207,29.36903231,29.66146233,29.84902427,30.00494771,30.05791784,30.08875687,30.07466359,30.00778967,29.97176178
E07000088,Gosport,20.00867699,20.3670818,20.68363467,21.08957629,21.53090451,21.96817044,22.47058478,22.96183918,23.48259749,24.02906241,24.52289068,25.07233071,25.63479385,26.09486503,26.57509894,26.95686222,27.32942899,27.61096734,27.97524276,28.21670701,28.41572213,28.51677737,28.58263737,28.60548564,28.59910883,28.57352376
E07000089,Hart,19.62759495,19.91024262,20.10331667,20.36921409,20.58798892,20.87861818,21.19336653,21.49256645,21.82751651,22.22915922,22.65119544,23.10260452,23.54736726,23.91905856,24.2831801,24.63280611,24.91857388,25.17157215,25.5033152,25.79483776,26.06844058,26.28806552,26.46953209,26.62332129,26.72351037,26.80290025
E07000090,Havant,23.32986257,23.49400947,23.6735674,23.88231339,24.10230323,24.39418074,24.74469364,25.11047332,25.50178181,25.89903753,26.33685405,26.76545103,27.20880679,27.57935151,27.98713566,28.32745808,28.6697829,28.93789659,29.21631996,29.40844094,29.54100448,29.6093998,29.63689722,29.61628797,29.58092565,29.54711184
E07000091,New Forest,28.87128449,29.3349853,29.66680137,30.00871642,30.415149,30.84007896,31.28953526,31.6882988,32.18939783,32.68292938,33.25065617,33.83627174,34.41415295,34.94371889,35.37371826,35.7599615,36.15670784,36.44193786,36.75765661,37.0132209,37.20603846,37.31632578,37.39302958,37.39939633,37.36988219,37.35557016
E07000092,Rushmoor,14.53511593,14.82282278,15.10510725,15.38267508,15.73825697,16.04817152,16.40372622,16.76855002,17.20025486,17.60579188,18.05513033,18.48581757,18.93752662,19.35984233,19.70396326,20.02596698,20.3495893,20.5804551,20.83657444,21.06066649,21.26404828,21.42229673,21.53771817,21.64059243,21.6759391,21.71124148
E07000093,Test Valley,21.56444487,21.77014986,22.02105792,22.21654873,22.50167847,22.7987384,23.1017906,23.3849546,23.73220491,24.12645726,24.54996496,24.96679459,25.37850646,25.77206478,26.1102058,26.38699415,26.64560575,26.89875927,27.15307895,27.37029043,27.52828017,27.63591895,27.73282547,27.74453942,27.73390864,27.73272513
E07000094,Winchester,21.14968422,21.38732564,21.64445983,21.93315916,22.28095664,22.60052681,22.8972351,23.21525979,23.6207435,23.99108836,24.48711405,24.93146917,25.3789928,25.8071371,26.22028016,26.62485767,26.96229847,27.2507313,27.58935927,27.89546266,28.18382405,28.3605901,28.52944074,28.6102195,28.68170213,28.76826904
E07000095,Broxbourne,17.86304141,17.91352086,17.96211406,18.09360007,18.2681548,18.43971919,18.65887367,18.8509951,19.1270119,19.41206491,19.68740601,20.02002107,20.3395381,20.68514951,21.03923096,21.35752986,21.63331302,21.86268409,22.10320599,22.26744574,22.38660454,22.5014624,22.60389749,22.67626731,22.76247398,22.84673975
E07000096,Dacorum,17.16295048,17.35508151,17.56287419,17.82362779,18.06834809,18.35759707,18.65135729,18.92303622,19.24676522,19.64158548,20.03324633,20.39008539,20.7506422,21.06505394,21.34389452,21.60313734,21.86788545,22.08446748,22.34231777,22.56366633,22.7350647,22.84597334,22.97312467,23.07262885,23.16102429,23.27282007
E07000098,Hertsmere,18.17667099,18.40058669,18.61518069,18.79796839,19.02789004,19.24635038,19.56989281,19.82602442,20.21779641,20.59501259,21.0257225,21.42441809,21.85615325,22.27816186,22.60506435,22.99710725,23.2905319,23.56620548,23.86948233,24.12744251,24.35914677,24.57390813,24.78895148,24.97360017,25.14683801,25.33810549
E07000099,North Hertfordshire,18.94920954,19.20203259,19.39834724,19.58884854,19.8385179,20.08507872,20.3744653,20.69276442,21.02565603,21.39391214,21.80207501,22.20451818,22.66214231,23.05580132,23.41445896,23.71230655,23.97963835,24.20906094,24.48018925,24.72980465,24.91269753,25.07456039,25.22848753,25.33284822,25.42906623,25.53286924
E07000102,Three Rivers,18.1535816,18.37888027,18.57897559,18.64722469,18.82844094,19.06522985,19.32263573,19.53001669,19.86118594,20.19311646,20.56298292,20.93868759,21.34502642,21.68487086,22.00020669,22.31549367,22.63222765,22.87724252,23.18095586,23.41745147,23.63164787,23.84395411,24.06710744,24.2454009,24.42188384,24.6268797
E07000103,Watford,13.07367181,13.32314747,13.41155782,13.54701205,13.7418991,13.96579121,14.20392402,14.44538248,14.6906527,14.98000071,15.28392946,15.57855989,15.84303731,16.17134862,16.44767035,16.7638066,17.00528025,17.25590667,17.49783482,17.73054566,17.92115105,18.13159201,18.31231755,18.48238108,18.65706321,18.82937671
E07000105,Ashford,19.31528995,19.42827077,19.57203565,19.70527761,19.84531827,20.02074939,20.25421153,20.49712251,20.81265058,21.16538511,21.52528928,21.93413125,22.32589485,22.72541788,23.07534224,23.43043673,23.76491194,24.06101302,24.34472142,24.56173494,24.73404143,24.86038433,24.94379332,25.00755284,25.06191269,25.14814093
E07000106,Canterbury,20.40315278,20.66804504,20.89987888,21.172576,21.46039335,21.7520557,22.04944251,22.33513691,22.62270992,22.94572135,23.29694425,23.68286144,24.09241388,24.47256617,24.83008047,25.2047116,25.57630376,25.89215368,26.19616933,26.46415189,26.70257525,26.88668864,27.01231637,27.10653343,27.2057244,27.28279158
E07000107,Dartford,14.26592167,14.16237363,14.00547266,13.94642437,13.91396171,13.90125131,13.93083196,14.04926578,14.16979852,14.31706183,14.4866049,14.70851559,14.91562096,15.14240884,15.38989843,15.57238434,15.82579705,16.00012222,16.16712857,16.31182546,16.45965566,16.57328028,16.69692877,16.77816504,16.88286316,17.02153854
E07000108,Dover,23.27283297,23.48770823,23.64805995,23.83362408,24.08154277,24.33751814,24.68725316,24.91815181,25.20471914,25.65409809,26.05654453,26.46942341,26.94589107,27.38348778,27.80675409,28.10809018,28.40643991,28.68119738,28.97640005,29.18560539,29.33053864,29.41479855,29.4236129,29.42789815,29.40456144,29.4119226
E07000109,Gravesham,17.34267049,17.47451967,17.58024388,17.7303212,17.83807822,18.03694186,18.24721416,18.46156066,18.76882859,19.04676642,19.4352145,19.71463896,19.97396395,20.2979558,20.57038393,20.82710907,21.10311732,21.3577097,21.61861369,21.80247855,21.90579442,21.96972631,22.07835688,22.11481345,22.14359978,22.19767776
E07000110,Maidstone,19.15977759,19.24995245,19.36259107,19.46206835,19.56412911,19.73883838,19.92673373,20.11287322,20.34940496,20.644936,20.92207694,21.24935936,21.61402005,21.9711419,22.29211455,22.56749244,22.84880879,23.07863629,23.32035149,23.50854836,23.64329457,23.72308935,23.81486241,23.86069856,23.91019563,23.97406069
E07000111,Sevenoaks,21.43433118,21.55407069,21.62038064,21.69886443,21.82587939,21.97772372,22.14978064,22.36226489,22.57175159,22.86905475,23.11828583,23.40874938,23.75409878,24.08305188,24.38764208,24.64104848,24.852316,25.00731513,25.19833439,25.33944117,25.45430346,25.53826826,25.60901276,25.65017804,25.72432988,25.80069303
E07000112,Folkestone and Hythe,24.45415623,24.7537018,24.94537297,25.18151594,25.51198721,25.82294357,26.19346197,26.55083774,26.97977071,27.45277445,27.97814313,28.49804402,29.04240151,29.59558279,30.09139417,30.55054414,31.00313794,31.40302399,31.79920003,32.10965506,32.34345337,32.5142307,32.62392987,32.72766943,32.77161295,32.85888125
E07000113,Swale,19.10462634,19.22484819,19.30381372,19.4548525,19.5996574,19.75815063,19.92663511,20.13877468,20.37291862,20.63697936,20.92903985,21.31558601,21.67338521,22.00145741,22.30162264,22.56760392,22.82866096,23.02825685,23.22274453,23.3751617,23.48653096,23.54303569,23.56953496,23.59284065,23.59549391,23.60518126
E07000114,Thanet,23.42845458,23.67857803,23.87222248,24.00721776,24.25318555,24.47683441,24.78086093,25.0586115,25.41965823,25.80566949,26.19303388,26.57445823,26.99586712,27.37720771,27.7732121,28.09983769,28.43617995,28.70206631,29.01746846,29.22451308,29.41064868,29.52150267,29.61662507,29.64968218,29.71110143,29.77331964
E07000115,Tonbridge and Malling,18.80114629,18.91166353,18.98541977,19.09370572,19.27163297,19.46800566,19.67808919,19.90479966,20.16813199,20.50691393,20.83096553,21.19391048,21.57809949,21.89239501,22.24202806,22.53153769,22.78409077,23.06539623,23.33650133,23.55792101,23.75388018,23.87864889,23.99152714,24.06243407,24.13240366,24.20846306
E07000116,Tunbridge Wells,19.15140529,19.47319105,19.69136181,19.93850117,20.14861926,20.46982504,20.7929955,21.11242278,21.45055097,21.86114504,22.31653952,22.80320416,23.30975891,23.75630929,24.23358935,24.63478653,25.01364236,25.32335695,25.65337388,25.99810008,26.28692094,26.48477041,26.66039473,26.77650302,26.88501272,27.00540434
E07000117,Burnley,18.5502728,18.72121432,18.89739402,19.10617588,19.34056142,19.63326531,19.86227999,20.10736935,20.42608473,20.70694259,21.05065953,21.37265488,21.63100415,21.89458672,22.17897087,22.43881221,22.75275195,22.94010562,23.1386731,23.24841639,23.31064414,23.33574386,23.33263735,23.33187279,23.28517913,23.26829241
E07000118,Chorley,19.70108114,19.96970006,20.12071643,20.24161588,20.46651539,20.6932242,20.91675333,21.17356746,21.47898943,21.81083822,22.1829521,22.58135909,22.989915,23.2977407,23.626888,23.98684188,24.31475819,24.59757901,24.9511602,25.23598238,25.42700192,25.53480137,25.60878978,25.65508733,25.62921248,25.59846616
E07000119,Fylde,27.23329573,27.61337076,27.89288135,28.23105746,28.69704334,29.05590439,29.48545587,30.04848633,30.6367924,31.27901741,31.92127471,32.5029646,33.12927129,33.72932398,34.30116221,34.82600783,35.31198975,35.71104232,36.11956765,36.45819782,36.65128236,36.79865468,36.83532917,36.86187926,36.78466015,36.73753554
E07000120,Hyndburn,18.36045289,18.47992345,18.53730689,18.7471709,18.92385409,19.1003116,19.23550996,19.46552197,19.68926104,20.02987404,20.30908168,20.61681827,20.89374534,21.17386338,21.48748796,21.79301716,22.08251615,22.33568485,22.58047288,22.73587373,22.80364794,22.82602839,22.81547006,22.80242658,22.700627,22.62086058
E07000121,Lancaster,19.90072515,20.0414438,20.21149222,20.37765665,20.59085479,20.84806505,21.14961313,21.44486082,21.73122573,22.10292033,22.42550435,22.78920235,23.1992865,23.52252835,23.86029144,24.17263258,24.51420915,24.7852937,25.04757695,25.25885245,25.38889279,25.45202717,25.47863986,25.47875493,25.41102393,25.37080243
E07000122,Pendle,18.6040151,18.78237576,18.96465286,19.14726556,19.39325562,19.63034701,19.86908412,20.11722705,20.39826287,20.71441211,21.03356894,21.31282307,21.60031364,21.83517472,22.14267381,22.44351053,22.72936756,22.97302007,23.22258274,23.40107524,23.49496618,23.54954124,23.59682035,23.63035874,23.59388221,23.60623155
E07000123,Preston,14.69136499,14.7184817,14.72050699,14.82474858,14.95025995,15.07275658,15.21143093,15.39946975,15.63369073,15.95666739,16.23505706,16.49989838,16.7796484,16.98060068,17.22979853,17.48890227,17.68745863,17.9011899,18.08698051,18.24786723,18.35557094,18.38064853,18.34417436,18.32296136,18.2575734,18.17581362
E07000124,Ribble Valley,23.56761077,23.87282731,24.17485659,24.4704023,24.89879327,25.26953359,25.6684674,26.08626664,26.56258666,27.12724776,27.65024399,28.22529383,28.81972639,29.24572449,29.7036426,30.18974485,30.65135325,31.07890651,31.44730425,31.77582305,31.99666672,32.10530299,32.14007231,32.14710661,32.10706046,32.05230287
E07000125,Rossendale,18.43289372,18.7030961,18.84171828,18.96413702,19.15697655,19.32271179,19.5692933,19.81920975,20.11189791,20.41671566,20.77137188,21.06837115,21.38786171,21.69339801,22.0093654,22.38040456,22.69408967,22.90885126,23.12650153,23.25230255,23.38101644,23.40174217,23.40048118,23.37570929,23.28632611,23.21308503
E07000126,South Ribble,21.13329775,21.45310145,21.63892321,21.93455449,22.17683855,22.4737134,22.76872445,23.03802462,23.41001507,23.81536794,24.25180766,24.73576306,25.15971589,25.57409751,25.9251375,26.28208251,26.61120906,26.84210523,27.17302592,27.41713383,27.533221,27.63410849,27.6353862,27.60905001,27.50437644,27.37464964
E07000127,West Lancashire,21.90980175,22.12695334,22.36113379,22.59054434,22.87468126,23.18568206,23.41825993,23.71134293,24.00236737,24.37489669,24.74449807,25.08385254,25.4695953,25.84968248,26.11628193,26.3781564,26.67168782,26.89044364,27.14982319,27.34011733,27.45200681,27.45190927,27.3894184,27.28010768,27.10530787,26.95176245
E07000128,Wyre,27.47003767,27.81189433,28.15501511,28.41688483,28.76547245,29.16312252,29.54596221,30.06082401,30.56378184,31.10401441,31.63666001,32.19195369,32.77463061,33.31646056,33.8605334,34.29295854,34.74291392,35.12879476,35.50868198,35.78932973,35.95586006,36.03993582,36.02504216,35.97679761,35.83126452,35.72879491
E07000129,Blaby,20.30451798,20.29315551,20.27128545,20.3104223,20.35945806,20.49236505,20.60348785,20.76858973,20.99637433,21.22540069,21.43660905,21.65181011,21.90764175,22.10569578,22.32847497,22.54081119,22.72427661,22.82799207,22.96638271,23.05478418,23.10785964,23.08025824,23.06413682,23.02781795,22.9498393,22.88182619
E07000130,Charnwood,18.09048253,18.16889778,18.22549679,18.35149641,18.43809114,18.60553708,18.77774599,18.93112866,19.13945761,19.34665128,19.60616203,19.84945357,20.14174049,20.3699511,20.62165384,20.85142742,21.11747988,21.3350731,21.60701998,21.78182041,21.94144072,22.01898449,22.06156191,22.09103679,22.06426295,22.06045137
E07000131,Harborough,21.80888442,22.11875874,22.35303159,22.64414113,22.91991737,23.24359772,23.52974239,23.85997206,24.24318401,24.64560115,25.04488302,25.46541416,25.9124596,26.28830948,26.69172038,27.02131816,27.37243197,27.59142485,27.87721973,28.08849113,28.25452754,28.33748225,28.39087423,28.39145755,28.35696983,28.33706564
E07000132,Hinckley and Bosworth,21.8184891,22.04311618,22.15217082,22.29214398,22.46773405,22.67433576,22.91093206,23.14759441,23.43117185,23.73500288,24.00004385,24.29125647,24.57409681,24.88859825,25.13790062,25.37424834,25.61905788,25.76279104,25.9701824,26.11330278,26.15224444,26.11638267,26.06017436,25.97518208,25.87119079,25.7713489
E07000133,Melton,22.55577299,23.08067449,23.52916935,24.01464739,24.4906843,24.91231749,25.38587482,25.9015882,26.49232536,27.11305638,27.77854131,28.5043942,29.22374862,29.87228814,30.40250994,30.98209911,31.51202206,31.87420177,32.25620721,32.55321277,32.75622726,32.82793916,32.87217444,32.82786941,32.7943777,32.72756522
E07000134,North West Leicestershire,19.94301157,20.0706225,20.15511029,20.26518799,20.37719968,20.56477317,20.73046387,20.94436448,21.25048368,21.58720367,21.8642986,22.20461197,22.52938903,22.89458937,23.19917535,23.53498525,23.83730321,24.04466005,24.36472083,24.59337566,24.77525856,24.83793179,24.86169064,24.85640361,24.7835384,24.71174802
E07000135,Oadby and Wigston,21.4946719,21.51758391,21.64032313,21.73900912,21.84422769,22.02171478,22.1781235,22.30963892,22.57906865,22.79296496,23.05921192,23.25319506,23.41631281,23.62290798,23.79660323,24.01168345,24.15918557,24.25654826,24.46208148,24.56951401,24.62682121,24.69134278,24.68584236,24.64966431,24.58324432,24.55996643
E07000136,Boston,20.80702361,20.87093793,20.89164389,20.85981521,20.94428934,21.10125018,21.22980778,21.35176092,21.59005973,21.85104774,22.13087939,22.46267261,22.77649451,23.11380939,23.3586066,23.60670986,23.83637611,24.0573025,24.282389,24.46985035,24.58567894,24.64080079,24.68720662,24.70814415,24.70614923,24.7206386
