area code,area name,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043
E07000044,South Hams,504.2853447,490.0859077,477.2087813,480.7260823,485.9468175,493.5378564,501.9072831,510.3404287,513.2156448,499.8947413,492.8973315,504.4401258,515.5660288,527.9838802,540.0477675,552.5994881,564.3712678,573.5731274,582.1305965,589.6121401,596.6298666,601.9756475,605.249429,605.9272004,606.0428579,605.5119558
E07000045,Teignbridge,462.6477853,450.4915208,438.8195101,439.6728875,443.8949366,449.8668138,456.4157948,464.0259332,466.0306475,455.4898858,450.4542626,461.3535748,472.510488,486.0039543,498.3972053,509.8442996,521.0537351,530.7753548,540.3144357,547.9207424,555.7331897,561.6714123,566.1901297,568.0249886,568.857069,568.4090346
E07000046,Torridge,485.8714416,473.7075621,462.755184,464.7929585,471.5625684,479.1836133,488.5690677,500.4579116,502.4343449,489.1108006,481.6641831,492.9599844,504.9326023,518.8739358,531.6834044,544.394029,557.582819,568.3262176,579.3015222,589.4453466,600.0503959,607.6127032,612.8225547,614.8554145,616.037126,616.1273841
E07000047,West Devon,490.4983011,478.7887615,466.5363832,468.2302413,475.0991204,482.0028928,489.2456905,498.6239262,502.1200437,491.0591078,486.5198727,498.5459691,510.8108857,525.0389184,538.6814221,550.7789981,563.12488,573.5538813,585.0995359,593.5315392,601.7656087,609.4394743,613.9207878,615.6754592,615.5689743,614.806559
E07000048,Christchurch,599.4192749,582.3455299,564.7895365,561.7886637,563.6507137,570.7915392,575.018173,582.4083702,582.8525386,569.830063,563.2721367,571.9264811,583.5568371,596.8359257,612.1386592,625.5241027,638.5816818,650.834087,663.6977723,674.7112798,686.2213115,696.8673222,705.3712076,713.1243617,719.1282442,723.2036258
E07000049,East Dorset,597.3227437,580.8463148,565.5257227,564.7859877,569.6382311,574.4103702,582.8014912,590.456955,590.6135722,575.70289,567.7678509,578.1196423,590.7844335,602.2165227,614.9157032,627.5717217,638.8198341,649.4034492,660.5224903,669.2420487,679.8049598,687.567807,692.965513,697.2316525,700.9286052,701.8654381
E07000050,North Dorset,458.4521193,451.9309309,444.7950881,451.800693,462.3824674,471.8983673,482.9110005,494.6363433,500.0319421,491.9798886,489.6049033,503.2929002,517.3124009,532.8424343,548.2032446,562.3777484,576.2161841,589.6203023,602.2791118,613.1268442,626.0009211,635.5804983,641.9707058,646.8238027,650.7145901,652.3356894
E07000051,Purbeck,495.4533871,484.6507183,474.5606246,480.0242878,488.2081976,499.5295538,508.6523112,521.1276887,525.5262428,515.537192,512.5806306,525.1608443,538.6320806,552.0169435,564.2514704,578.6148751,591.6340575,603.3795335,614.3297932,624.4092967,634.9681577,643.8506897,649.1868282,653.9171398,657.4514715,658.6573257
E07000052,West Dorset,574.3344438,565.8678979,556.510779,563.5230163,573.2437727,585.5164359,600.5464228,613.6250644,618.3208611,606.4498883,602.0286575,620.0804103,637.5768857,657.2650207,675.0600566,691.9292026,708.9873027,724.6237749,739.3185625,753.9827044,767.3539472,779.1956978,787.9343376,794.0776573,799.4015547,802.327209
E07000053,Weymouth and Portland,439.0530843,431.1795524,423.5962325,430.0874766,439.1864138,448.3730784,460.5564191,470.4278458,475.9824159,466.107343,461.7710514,475.883813,488.2819285,504.8334599,517.3664894,530.4102578,543.8226496,557.0451673,569.0545523,579.8462559,590.3536667,599.9150667,607.0369877,611.4168676,614.069618,615.5666554
E07000061,Eastbourne,435.5967228,426.9002487,417.9931765,418.8218403,424.9459684,430.1541812,437.2123092,443.4716677,446.4777001,437.5249742,433.1311335,442.5259548,453.6116062,464.9206647,476.3620924,487.9785451,500.0984451,511.7126556,522.3653463,531.1272565,541.6704359,551.3824217,559.1371138,564.9759596,569.8910235,574.509929
E07000062,Hastings,324.4109569,318.1754708,311.7103098,314.2685245,318.7425418,326.2215816,331.7241791,338.2370052,341.1054369,334.0484498,331.0301902,338.3625956,347.7171594,358.8410542,368.8917096,380.1631819,390.9019149,400.590252,409.4768142,417.340913,426.3634322,432.4762115,437.4644298,441.0504187,444.5204021,446.3731363
E07000063,Lewes,451.5612634,441.6593089,432.0620118,435.1029222,441.3032756,445.5821744,451.6869999,459.3233322,460.7508546,451.023001,446.8209554,455.6701184,466.2392342,476.9830701,489.4760972,499.4466079,511.4511559,521.5540797,530.9331138,538.6223449,547.2005197,555.3591771,561.4651728,565.4087713,568.772977,571.7389559
E07000064,Rother,605.8801704,591.036876,577.0076404,580.746542,588.2651201,595.5130002,604.1646489,615.0228422,617.2060077,602.2815602,595.6537089,608.6406135,624.8402909,641.230256,657.6389227,674.2523196,689.3045368,702.6381047,717.2147673,728.9142859,741.5342423,751.7031808,759.6219673,765.3777101,769.3805106,772.1255147
E07000065,Wealden,459.8400133,448.2248147,436.3926787,437.7385282,443.0432176,449.2226601,455.6128234,464.254959,465.5150263,454.3622473,448.917668,458.5404886,469.7621064,482.2062534,494.1047869,505.5064769,517.5010978,528.0303658,537.3906661,545.8376041,555.068137,562.9296037,569.0774903,573.0570933,575.6114521,576.3613714
E07000066,Basildon,280.0459657,271.031709,262.2971298,261.3739289,261.9178636,263.6874367,265.6899975,267.8058053,267.0485913,259.6941621,255.3833025,257.7759978,261.3138384,264.3678567,267.7526923,271.4113703,274.9361287,278.3824416,281.5286851,284.0175147,286.7622308,288.7638324,290.4613703,290.9476262,292.0335383,292.9990341
E07000067,Braintree,334.8895668,329.2052668,323.3285589,325.8628495,331.5550608,336.7613745,342.5003446,347.6419957,348.5067164,341.1862234,337.9708258,345.1875146,353.2216668,360.4755111,367.7398421,375.3111146,383.4720988,390.2971688,396.6219985,402.2816026,408.8439206,413.8048876,417.0110701,419.6698064,422.0658107,423.125302
E07000068,Brentwood,336.2054924,326.791887,316.5104777,315.4803232,317.1341888,319.9593102,321.8146742,323.7041047,323.8658959,316.1357598,311.5571058,316.8671336,321.2944927,326.2538674,331.5476022,336.0581027,341.1366899,345.158258,348.5547641,352.0370816,354.9372786,356.5850613,358.6406225,359.5127684,361.1324542,362.0884497
E07000069,Castle Point,440.8224643,430.40881,419.5542136,420.0947186,422.5811983,427.4177875,431.1407552,434.3087797,431.9205094,419.6357796,413.0666351,416.2817759,421.2093121,425.1780805,429.1699327,433.5898462,438.7379902,443.4244521,448.7594421,451.5191106,454.9016313,456.6407386,458.4380666,459.3516771,460.1147182,459.4896248
E07000070,Chelmsford,312.730263,303.8139069,295.1821566,295.0228696,297.5809354,299.652582,302.5889837,304.9113916,303.5778554,295.6030184,290.7680268,295.4325715,299.0418381,303.6940218,307.4112158,311.8488019,316.6599561,321.3824952,325.3563786,328.6723239,332.8186564,336.1107355,338.7959485,340.9596647,342.8449792,344.2365375
E07000071,Colchester,271.8836554,262.8335437,254.4526747,253.1934442,253.6563238,254.0929532,255.9963642,257.9523307,257.165718,250.1970491,245.8402584,248.6541277,252.212722,256.1013106,259.8426618,264.6118076,268.4275181,272.5418733,276.4717254,279.4021358,283.1354543,286.1015945,288.4364545,290.0800043,291.7286714,292.4807521
E07000072,Epping Forest,322.501402,313.7613034,304.8362531,305.2916357,307.8885511,311.167526,314.8203667,318.4507848,319.8809849,312.6642594,308.7002515,314.1941433,320.3302047,326.1764015,333.7129994,340.1508641,346.2850329,352.2165494,358.4410814,363.9641071,369.9211011,374.0059891,378.4187236,381.5009678,384.8445149,388.0643
E07000073,Harlow,249.1309452,241.6015528,233.897644,233.9562927,237.2564264,239.0013356,241.923365,244.7637541,245.5519388,239.5751985,236.1791924,239.8746253,243.7982984,247.6060386,252.0634933,256.0269015,259.9315789,263.4460971,266.7358609,269.665488,272.236906,274.6311069,275.9557234,276.6278292,278.2541271,279.2247042
E07000074,Maldon,429.6647386,421.1989026,412.9069379,414.8495963,423.5333219,429.8922783,437.9904366,445.0917638,447.7637439,437.2191803,431.8642294,438.8850755,445.632412,454.7631146,465.2726438,475.9301174,485.6740381,494.8228849,501.7397308,508.5976554,514.4494213,520.4971266,523.7027399,526.1635703,528.2758683,529.0658566
E07000075,Rochford,388.9256491,378.9135746,368.5020185,367.8820569,370.0092581,373.3003542,376.4088942,380.8872985,379.9218261,369.8977317,364.098406,370.5561794,376.6369786,382.4194483,388.4015719,393.7318885,400.2740288,405.5739654,411.3005081,415.7458945,420.660192,425.0744418,427.5732217,429.4162916,430.5179761,431.4216119
E07000076,Tendring,553.3833475,536.6445668,519.542336,518.5183258,521.6347774,526.1745655,531.3895935,536.8527696,536.1221021,520.8673985,512.1449115,521.8857685,529.5303311,539.7627079,549.3328382,559.7048668,570.1321705,579.8449372,589.7391631,597.3607785,605.1970972,611.5154256,615.4876465,618.2561777,620.4875511,621.5494943
E07000077,Uttlesford,324.6935854,316.6035393,308.3853641,309.6266314,313.4040935,318.4882521,323.8803885,330.357847,332.2178523,325.3933292,322.8444814,329.9086756,338.5898615,346.0027754,353.8445608,362.0570284,370.4076645,378.3096633,385.2596444,391.7253419,397.9442622,403.970497,408.8913598,412.6224967,415.7056994,417.609461
E07000078,Cheltenham,307.7485242,302.8147002,297.7071211,301.1446069,306.5076469,312.0096379,318.0834446,323.5279406,326.5056859,321.2087688,319.2948188,326.7327189,333.9855677,343.0170167,350.9659908,358.2422537,365.6528601,372.2875723,378.7815238,384.533005,389.5640499,394.9917326,399.3766525,402.1164818,403.8388751,405.2489889
E07000079,Cotswold,445.2211308,434.0693546,423.1453282,426.4040119,431.2662102,438.9615405,446.7718006,455.0036089,458.3317946,448.6628158,444.8353558,455.5469487,464.8569593,477.3856568,488.1644594,499.7236518,510.292926,520.3689,530.1901131,538.5204148,548.467466,556.5001975,562.5058142,565.8821359,568.8117329,569.4690173
E07000080,Forest of Dean,415.2466248,405.9959771,396.0156354,398.5566741,403.3061175,408.5197042,414.8287074,422.2832328,423.6348582,413.2403975,408.2251558,417.2741363,426.9701114,435.6917038,445.473616,455.4068702,465.7567812,474.116679,482.8086362,488.8971047,494.8653558,500.4267978,502.7256935,503.4356542,502.0152659,500.1647595
E07000081,Gloucester,266.728075,261.1086991,255.6318677,258.0327004,262.7071251,267.3135282,272.2803753,278.546197,281.2190264,276.0564681,273.663866,279.8265394,287.1107259,293.9830001,300.7910699,307.9041391,314.7818861,320.9988356,326.9743294,331.9310093,336.9432992,340.9362296,343.5802614,345.4056854,346.6291391,346.8404394
E07000082,Stroud,378.4435192,369.5434043,360.4317369,362.4600176,366.9792814,371.0937157,376.1123774,381.5779537,383.8838993,374.854488,370.2177296,377.9958024,386.1178001,394.0538795,402.6208652,410.767922,419.9172348,427.4904356,434.2016242,440.5093935,447.5946352,453.72453,457.7629237,460.044686,461.2111727,460.7137763
E07000083,Tewkesbury,376.7938758,364.2554065,352.2808655,351.5284045,354.73934,357.4519492,361.1466981,366.27845,366.3677307,356.9656751,352.2540439,359.1652639,365.5605137,373.7175338,380.7250234,388.8250376,396.7286268,403.4198568,410.4347896,414.7777529,420.2073608,424.7326267,427.9376594,429.9425848,430.8783181,430.840023
E07000084,Basingstoke and Deane,277.4540266,272.415045,267.1776337,268.963788,272.5173087,278.0760558,283.0150843,288.6717162,291.6564347,285.899417,283.2963365,290.5200389,297.4920515,305.045828,312.6012548,318.8776593,325.6604889,331.8300677,338.1229444,342.5670961,348.189354,352.757681,356.4796823,358.7715764,361.6952026,363.3718843
E07000085,East Hampshire,398.8571387,392.8038275,385.8810337,389.9004128,398.3968823,407.4697955,416.0485779,424.9189292,428.9049406,422.344773,420.0649901,428.8620378,440.1023056,451.4269604,460.5864661,470.6804791,480.1418224,488.7029458,497.3892734,504.3812008,512.3455217,519.4040305,525.1150659,529.3663497,532.9185606,534.7019131
E07000086,Eastleigh,320.9925902,313.356455,305.7253979,307.2492561,311.1484166,315.1711509,319.1698914,324.1291479,325.1475267,317.7000136,314.0436549,319.1745278,324.8928931,330.7954414,337.4552398,342.483157,347.4235399,351.739755,355.8962878,359.2599269,363.4867783,366.3438616,368.889393,370.6626832,371.9635069,372.8498736
E07000087,Fareham,395.108927,387.6881376,379.5553571,382.075555,388.8447366,394.2946272,401.7361979,410.0879358,412.396191,404.4733034,401.2739165,409.5054183,419.1201437,428.342905,437.1666347,446.212332,454.4171425,462.2066776,469.0800278,474.693245,481.828032,486.7466654,490.8750001,492.485008,493.6132346,493.717373
E07000088,Gosport,329.2865715,323.7654102,318.0839758,321.4305382,328.6932795,336.2302238,344.0587559,353.4481874,357.658364,352.3821504,351.0690806,361.1265052,370.6303734,381.3890229,392.5094265,401.5165106,411.4840207,419.6105554,427.6612866,433.847114,442.2858868,447.9803594,452.8730494,455.5720545,457.408713,458.1769968
E07000089,Hart,328.5432878,322.8003357,317.1991879,318.395308,323.3295597,327.2110268,332.7408395,338.8806616,340.3875096,333.741474,330.5180069,337.7581851,345.8046214,354.102067,362.5878081,369.5930619,376.9476616,384.3987534,390.3690755,395.6271978,402.7781686,409.3540535,415.7233635,420.9004484,425.3310297,429.1870094
E07000090,Havant,399.0506237,387.8741985,376.8484289,377.3838861,381.5458882,386.0579313,392.0238758,399.3408603,401.8359946,392.7288772,388.8775687,396.9360603,406.0784028,415.1410238,424.4722957,432.4541911,441.7737395,449.6446569,457.525552,463.6898443,470.394815,475.2046981,478.626213,480.5257422,481.4797571,481.2508113
E07000091,New Forest,527.6244248,519.143435,510.3360433,514.6833942,522.6476864,532.1223893,542.2113048,552.9462023,556.0575093,545.4382687,541.5732773,553.0510042,567.2944529,582.2555083,597.2388158,611.17575,622.5724774,633.2032846,644.3256479,652.3396108,661.7305976,669.6232462,675.7531879,679.3907201,682.1442453,682.7864384
E07000092,Rushmoor,224.2212609,220.8927445,217.1393954,219.6702547,223.9376808,229.5848603,234.4192305,240.1615394,242.8427408,239.4132857,238.7102333,244.8183698,251.9876327,258.7717064,266.0615433,273.0604737,278.8035619,284.5749978,290.1965783,294.2460068,299.0344873,303.3353922,307.4039044,310.7600023,313.3386359,315.6551271
E07000093,Test Valley,365.0068683,356.5524755,348.443139,350.9170029,354.8513607,360.750951,366.5358213,372.6863198,374.0443357,366.1808783,362.6387866,370.0518843,378.5558452,386.7416866,394.7756565,402.7523427,409.7441568,415.79403,421.4208148,426.9141694,432.7568383,437.9347436,441.8227429,444.5792724,447.1596678,447.777481
E07000094,Winchester,353.9002218,347.017523,340.1005378,343.467302,349.127386,355.8763419,361.7362129,367.2453646,368.9976032,361.9281235,359.0708332,366.0269023,375.6064627,384.408183,393.6145119,402.723458,411.7945159,420.3265237,427.4218395,433.8135746,441.6735099,448.6736612,455.109271,459.0178208,462.9756388,465.0149462
E07000095,Broxbourne,291.3487765,282.6655045,274.2496175,273.3502979,275.6474979,278.6284308,281.5869925,285.3709515,285.1272379,278.0973711,274.5130322,279.0525611,283.6842397,289.3500446,294.6440614,300.6340047,306.9610329,313.0824352,318.303847,322.5751466,327.1787806,330.5312192,333.2419879,335.9054663,338.3091868,340.1376818
E07000096,Dacorum,277.3889749,271.2600699,265.0247536,267.1335503,272.2028508,277.1368413,282.3845143,287.7709812,288.9042373,282.5873792,280.2360014,287.4028402,294.4058465,300.4921431,306.4913639,311.8196385,316.5612122,321.3446869,326.2069877,330.094602,334.8882037,339.0783415,342.5042981,344.741053,347.4202298,349.6224848
E07000098,Hertsmere,303.2130276,297.2123057,290.8210107,293.5825269,297.0735481,301.4847096,304.7771181,310.6651131,311.5699604,305.80904,303.6441757,310.087337,317.5614831,324.6794971,332.2234635,339.6874857,345.671096,353.3840208,359.1583984,364.4751997,370.531166,375.9679716,381.093269,386.0128561,391.0582294,395.4957948
E07000099,North Hertfordshire,312.0440076,305.6872676,298.7950366,300.471748,303.7918046,308.3490135,312.6351366,317.5331327,319.2148078,312.8287236,309.5763839,315.7723507,322.9271226,330.2897378,338.4909728,345.3374668,351.7056209,357.4356734,362.7227204,367.0882031,372.3869372,377.4518667,381.3532591,384.9161843,388.4320568,390.9669584
E07000102,Three Rivers,298.9213922,292.0834293,285.0154963,286.4523351,287.4458653,290.7898228,294.6379414,299.0554941,298.9836589,292.1437529,289.2299654,294.6667254,300.8623305,307.255039,313.9773059,319.5361697,325.2508529,331.2449139,337.2056471,341.6718061,347.5557873,352.4281434,356.9247363,361.5093449,366.4176375,370.4689185
E07000103,Watford,204.4610321,200.65693,196.0597675,196.4556122,198.7288536,201.8931057,205.2303226,208.8056146,210.0387138,205.661939,203.4474422,207.730891,212.25747,216.7441025,220.5440801,225.5227915,229.7295528,234.9697705,238.9963724,243.1443614,247.20479,251.248325,254.7457606,258.710906,262.246235,265.6583841
E07000105,Ashford,325.0508072,315.9213432,307.0653398,308.0390854,310.7918306,313.4042223,316.3076386,320.462822,321.2403405,313.8370776,310.1139223,316.1423664,322.6536156,330.1120737,337.50329,344.8477474,351.4812149,358.6888555,365.5981206,371.7478062,377.6070081,382.2172731,386.0417415,388.9069956,390.8754273,392.4259584
E07000106,Canterbury,323.2624587,317.4646864,311.4431936,314.5470155,319.8290203,325.0564645,330.2744812,335.3641531,336.1411089,328.3433581,324.179423,330.2968741,336.3166154,343.0063225,350.7177046,358.6207685,365.9203765,372.9956461,380.1064911,386.6869211,393.5004726,399.2060665,403.7854508,407.2196242,409.6231465,411.5248248
E07000107,Dartford,226.4045986,216.771183,207.2882711,203.9130601,203.408163,203.2655047,203.1906873,203.8299361,203.1786691,196.7631419,192.8381226,195.1459756,197.9034572,201.3823912,204.6007101,208.072015,211.8936592,214.9012653,219.0748318,221.9349193,224.6925428,227.1108516,229.7290453,231.7810615,234.0366144,235.6152213
E07000108,Dover,396.9844004,385.5465833,374.1406538,374.5647737,378.0294924,383.0403362,387.8246233,394.9279122,394.580249,383.5541128,377.4772681,386.0124254,393.8202542,402.0979704,411.6392443,420.5505827,429.3271715,435.7914971,442.1941577,447.9672358,454.4211896,459.0093912,462.2515634,464.093593,464.1998469,464.2569443
E07000109,Gravesham,284.8563504,277.529297,270.2146763,270.14596,272.4638268,274.1935564,277.6488768,281.6087747,281.7312871,275.1507701,271.4921333,276.1803672,282.6657072,287.4292586,291.7011333,297.2434544,302.0065379,306.7198866,311.9909138,316.8122675,321.8211312,325.510829,327.7721338,329.2942018,331.8076067,332.8849066
E07000110,Maidstone,317.4314326,308.6548449,300.0354362,300.6685453,302.8885881,305.2229544,308.6403921,312.3614703,312.4672092,304.5284334,300.513513,305.7839969,310.9308586,316.7687701,323.4443289,329.8974173,335.7327888,341.0609876,346.5740206,351.0959016,355.8848634,359.7739154,362.7639158,364.6721569,366.8978325,368.1522272
E07000111,Sevenoaks,369.732993,359.8807168,349.3133337,347.9488337,349.1190497,351.4342817,353.9390755,357.1065435,356.5715327,346.7700899,340.8539147,346.2570847,350.9379815,356.1102478,362.6263608,368.6760479,374.5905991,379.8448842,384.0919686,387.1773195,391.0980882,394.1812335,396.9608593,399.1071653,401.039906,402.3204487
E07000112,Folkestone and Hythe,421.5405719,411.9252393,402.111415,402.999204,406.9913113,413.2847991,418.9995595,426.017294,427.5091282,417.6980754,413.5018512,422.6195365,432.8655895,443.7884644,455.1364079,467.0695268,477.958398,488.3637366,498.7235804,507.8555978,517.1766659,524.4973803,530.0276324,534.0217996,536.519858,538.8974182
E07000113,Swale,317.7943372,308.2297742,298.7684277,298.3418925,300.9887139,303.511279,306.0807683,308.9956332,308.6231696,300.0157825,294.9112878,299.2315203,304.1577402,311.1040547,317.3479045,323.0167635,328.5156412,333.6640543,338.7719475,342.6916404,346.610541,349.7771352,352.2363004,353.5908969,354.3459852,355.0464244
E07000114,Thanet,411.050768,400.2218743,389.5567323,390.7879665,393.2335332,397.6365652,401.4886743,407.3566239,407.4153036,397.091516,391.5398488,398.4747483,405.787374,413.0484044,421.2273644,428.882463,436.8319183,443.8353056,451.1897363,456.9306121,463.9828378,468.6401236,473.0231619,475.5745524,477.7987769,478.6065188
E07000115,Tonbridge and Malling,312.0928988,303.3469852,294.5308077,294.2282429,296.3045896,299.5617854,303.3908458,307.4338378,307.8214929,300.4351313,296.4450862,302.4047098,308.3827998,315.0154636,322.3526942,327.790801,334.1420678,340.0156544,345.185632,350.7953018,356.0641938,360.5343505,364.7493135,367.4970761,369.9918592,371.5388819
E07000116,Tunbridge Wells,318.814533,313.3596764,306.8430826,308.4886169,312.8111616,316.1919967,321.5791449,327.210702,329.0366654,322.3621758,319.2325664,326.4204843,334.7973863,343.7712415,353.1210368,361.1764971,370.2114511,378.1947548,385.7945652,392.0909937,398.8612692,406.0965893,412.4103139,416.7924654,420.774658,423.4758699
E07000117,Burnley,309.7135558,301.9035028,294.2496743,295.5381743,299.6985108,304.0830506,309.6082725,313.7731316,314.1151172,306.7423032,303.0553865,307.6934324,313.7266376,319.5071619,323.7723432,328.3093101,333.5956943,338.7596637,345.2018997,348.9850236,353.0984982,355.4726945,357.0206995,357.8429091,358.0468599,358.3337208
E07000118,Chorley,322.0532242,314.4556971,306.3983371,306.6359364,308.350355,312.8515576,316.8991022,320.86171,321.4184871,313.2067735,308.8767765,314.5383484,320.9891305,327.9288562,335.105964,340.5882662,347.1033312,354.1784032,360.6517649,366.2006025,373.4301223,379.5044944,383.6219379,385.9530809,387.5633183,388.6902916
E07000119,Fylde,481.3051914,472.1957198,462.4645124,464.3773967,471.5774259,482.195904,489.9950494,499.460306,505.4439133,496.2935989,493.7839294,508.3687637,523.0754646,536.781417,551.6935842,566.2300136,580.6944434,594.4710476,607.3705484,617.7836812,628.8282232,638.3456125,643.8065158,647.8738142,648.6331442,649.1390284
E07000120,Hyndburn,305.1617938,295.9471734,287.4295168,286.3753778,290.1356251,293.1553564,296.1121367,298.1056941,298.4011818,290.8158567,286.2722456,291.5214737,296.1659333,301.3994349,306.2661024,311.0878254,316.9787225,323.0937096,329.0242225,334.2887705,339.4524913,342.9890902,344.8639631,345.7517239,345.8549897,345.9402368
E07000121,Lancaster,317.506689,309.0143154,301.3871743,303.3847298,306.8782064,310.8811541,315.2503141,320.9830349,322.5559481,314.4049339,310.1839036,316.8963542,322.7087923,329.2879275,337.0223985,343.907661,351.0370093,357.3305139,364.261483,370.0713006,376.0653617,380.6267711,383.0714608,384.1545334,384.5775803,384.5460401
E07000122,Pendle,311.483669,303.6201174,295.3434759,296.6061472,299.2779,304.2163313,308.1800133,311.9097899,311.8040401,303.6175687,299.4506981,304.7556363,309.9674809,314.3569191,318.7107179,322.4475764,328.0983851,333.8220378,339.2895246,343.8260443,348.6481174,352.3128954,354.3600928,355.6095772,356.829721,357.8290748
E07000123,Preston,228.0973305,220.652659,213.1404586,212.2500495,214.1714792,216.3006686,218.3226192,220.4445911,220.6136039,214.54638,211.6466578,216.997719,221.5012412,225.5300408,229.9125993,233.2537741,237.6223308,242.11495,245.6266331,249.5242371,253.0640184,256.1504819,258.1529108,258.6553121,258.0744608,257.7974399
E07000124,Ribble Valley,401.296992,392.6730907,383.4558863,386.3493904,392.2918916,401.0137749,408.4422506,416.3252529,419.4128447,411.0901453,408.0231285,419.8366456,430.6230817,442.5150417,455.1391917,463.8811474,473.9845316,485.3259456,496.1310807,506.2307088,515.0297911,523.246324,528.8917466,531.6710776,532.5941825,532.8330647
E07000125,Rossendale,301.0057674,292.79418,285.0020911,285.5257444,286.9931183,290.1325141,292.6834147,296.9420573,297.2073438,289.4140575,285.0928662,289.9791148,296.025505,301.0577468,306.3830152,311.6288115,317.2053793,324.1720189,330.1000259,334.2048575,338.5483242,341.1696645,343.909254,344.4672345,344.6772027,344.4025003
E07000126,South Ribble,352.5689789,345.9052914,338.2555634,339.7277171,345.226828,349.9753298,355.6264524,360.8376832,361.6258065,353.470486,350.1168487,357.6907548,365.8918617,375.3195459,383.4368671,391.7867981,399.2106724,406.8849235,413.8170792,418.4738606,425.8499192,431.5356136,434.2479729,436.7242549,436.8953101,436.5109626
E07000127,West Lancashire,363.5584563,355.5617696,347.672012,350.0953307,354.8573447,360.7575858,366.6861181,371.3542549,372.9380083,363.7230156,359.0489161,366.2926529,373.6424731,380.3483562,388.6678664,397.1820983,403.3413266,409.2376492,415.8874541,421.182127,427.6639643,432.4185595,435.0526094,435.1162683,433.8293859,431.5437631
E07000128,Wyre,489.3037893,478.823056,468.2808968,471.4957826,477.1666545,484.8472599,493.8945539,503.1301061,508.1617057,497.9101173,493.843608,506.0722784,518.6481956,531.7144854,545.9866535,559.4499557,573.6104894,585.1305078,597.1559298,607.4790283,617.9403283,625.8314523,630.4561716,632.62416,631.7916285,630.0393483
E07000129,Blaby,337.7723202,325.7562267,313.8467608,311.733294,312.8411716,314.0918865,316.416445,318.8783314,318.4821829,309.7319579,304.8660676,308.9738294,312.9731603,317.0912811,321.6705842,325.1782389,329.3956629,333.6416946,337.4284424,339.4924787,342.3517765,344.323377,345.6440399,345.332406,345.2602658,344.7402612
E07000130,Charnwood,281.3093356,272.4599287,264.1057832,263.6444178,266.011469,267.5167598,270.4446587,273.3717772,272.5975774,264.9050503,260.9038789,264.5530978,269.1798047,273.2724422,278.5393723,283.0032796,287.6695614,291.8916545,296.9167137,301.2234907,306.6957053,310.170152,313.1501273,314.5909154,315.4162245,316.0145093
E07000131,Harborough,368.4733686,360.6129971,352.6767546,355.0072735,360.5984206,366.0151391,371.8035992,377.735046,379.7873638,372.182615,368.9693474,376.5862822,384.477186,392.6050464,401.3822563,409.1490285,417.628785,424.8114031,432.3741114,436.9656364,443.4953955,448.4840803,452.5050366,454.5417007,455.9278097,456.1252694
E07000132,Hinckley and Bosworth,364.7712624,355.5652782,345.984959,345.5762569,348.5018755,351.9214246,356.1967527,361.2324881,361.6236519,352.4142074,347.0708223,352.6096715,357.7935323,363.5958099,368.9428099,375.0049401,380.1061248,385.2283116,390.462241,393.4546262,397.9322112,401.1732409,402.2948964,401.7764031,400.8807129,399.3717182
E07000133,Melton,381.2524244,377.5135802,372.4544658,378.7348899,388.2990973,397.979019,406.4425175,416.4099011,421.4374457,414.6718339,412.7129989,425.29276,439.5506489,455.2029944,470.9377567,485.5834701,497.3733785,511.4612487,524.3205613,533.0557652,542.5440267,549.7403214,554.964704,556.6201789,557.5325213,556.2215935
E07000134,North West Leicestershire,326.5064958,316.1731301,305.6698526,305.068385,307.4055466,309.5383575,312.9076861,316.1883838,316.2766576,308.1340936,304.2350827,310.4073365,315.9323724,322.3444327,328.2432415,335.2514192,341.2037214,348.2407437,354.4552819,358.6184683,365.3366185,370.2061275,374.1300089,375.4830893,376.0196039,375.9074522
E07000135,Oadby and Wigston,359.3590434,349.7966662,342.3076941,343.8254468,346.1062122,348.4942343,352.2509023,355.7050031,354.9590334,346.0497937,341.6214932,345.9175737,350.9783939,354.9747424,359.3167573,364.41394,367.9591641,372.5756736,376.3476659,379.1848913,384.2144789,386.453923,387.5619937,389.3410677,389.5260682,388.8825815
E07000136,Boston,349.7821885,337.7655932,326.7700122,325.2254815,325.2319697,327.5343257,331.1205288,333.6421137,331.7805833,321.8413606,315.9289346,320.1665753,324.9729001,330.7828931,336.4656385,342.5568702,347.0148795,351.9350148,356.5274778,361.0228319,365.6578615,369.5585104,372.0247808,373.2441941,374.3091796,374.7813399
E07000137,East Lindsey,548.3407095,531.7635915,515.4840927,516.6896063,522.7134495,529.6503581,537.0355634,545.9490394,546.8368752,531.3030845,523.1217005,534.9635395,547.6399785,561.6194518,577.2832494,590.3615148,603.6666195,615.0515214,628.328129,638.6763669,650.3637988,659.8040776,665.2785154,667.9371587,667.9723014,666.0731666
E07000138,Lincoln,225.2420697,220.2385552,215.4407441,217.2223867,220.9095827,224.0519866,226.8633376,229.5811208,230.3855794,225.4166639,223.3700437,228.0642358,232.742309,236.9907496,241.357501,246.4176691,251.4098516,255.1479115,258.8841766,262.3491312,266.6030244,269.5206876,271.5776788,272.5498273,272.832466,272.8302865
