"id","name","trade_val1","trade_val2","trade_val3","trade_val4","trade_val5","eu_row_split","rank1","rank2","rank3","rank4","rank5"
"c9_17","Other manufactures (intermediate)",879,799,305,260,"233",0.572,"Germany","China","Netherlands","France","United States"
"c9_18","Plumbing, heating & lighting fixtures (capital)",169,101,66,61,"45",0.599,"Turkey","Germany","China","Italy","Ireland"
"c9_19","Furniture (capital)",641,106,50,42,"38",0.317,"China","Germany","Italy","France","United States"
"c9_2","Footwear",1174,623,591,496,"461",0.542,"China","Netherlands","Italy","Belgium","Germany"
"c9_20","Other manufactures (capital)",157,79,57,38,"23",0.406,"China","United States","France","Germany","Hong Kong"
"c9_3","Scientific instruments (consumer)",6,5,3,2,"1",0.571,"China","Germany","Netherlands","Lithuania","United States"
"c9_4","Photographic & optical goods & clocks (consumer)",732,382,176,174,"152",0.469,"Switzerland","France","Italy","Germany","Ireland"
"c9_5","Scientific instruments (intermediate)",243,217,87,82,"68",0.408,"United States","Germany","Netherlands","China","Japan"
"c9_6","Photographic & optical goods & clocks (intermediate)",233,148,141,117,"107",0.431,"Japan","Netherlands","Germany","Hong Kong","United States"
"c9_7","Scientific instruments (capital)",1681,1459,1058,669,"481",0.501,"United States","Germany","Netherlands","China","Belgium"
"c9_8","Photographic & optical goods & clocks (capital)",14,11,6,5,"3",0.556,"France","China","United States","Netherlands","Ireland"
"c9_9","Works of art",1340,492,105,80,"61",0.08,"United States","Switzerland","Hong Kong","France","Japan"
