AREANM,AREACD,time1,time2,time3,time4,time5,time6,time7,time8,time9,time10,time11,time12,time13,time14,time15,time16,time17
North Kesteven,E07000139,1102.9,994.0,1114.8,1022.9,924.0,841.8,894.3,909.9,850.4,804.2,817.8,853.5,744.0,738.2,804.9,739.9,822.5
South Holland,E07000140,1032.2,1021.1,980.4,1026.8,872.1,868.8,978.7,953.6,852.8,853.1,775.7,854.7,845.4,828.0,928.5,826.5,861
South Kesteven,E07000141,948.8,967.8,934.0,880.3,915.0,980.4,931.1,934.6,829.6,790.8,801.8,794.2,794.2,749.9,829.3,816.9,810.9
West Lindsey,E07000142,1041.3,1051.3,1051.7,932.6,1067.6,946.0,937.6,930.1,865.6,813.9,877.9,861.0,867.3,724.0,869.9,759.9,823.4
Breckland,E07000143,941.5,1056.6,1000.3,937.9,903.0,948.6,905.7,868.9,870.2,853.3,849.9,822.9,870.1,820.5,917.9,782.9,785.1
Broadland,E07000144,966.9,1090.2,939.8,916.2,972.0,908.7,855.2,873.9,919.4,840.0,803.8,753.1,799.0,715.6,825.7,769.7,731.2
Great Yarmouth,E07000145,1087.5,980.0,945.4,1016.9,951.6,1024.9,937.1,1005.3,982.8,910.3,928.9,895.6,911.5,882.4,800.6,875.1,862.1
King's Lynn and West Norfolk,E07000146,951.6,959.7,1011.8,946.8,888.0,881.4,910.6,874.6,780.3,806.0,795.5,790.0,841.7,744.7,767.4,808.4,874.5
North Norfolk,E07000147,910.8,951.8,942.0,872.5,814.4,760.6,739.9,785.8,739.4,726.2,698.4,747.0,737.9,736.5,700.2,735.0,724.6
Norwich,E07000148,853.4,944.1,870.5,908.5,825.9,854.4,820.7,878.8,814.6,769.5,780.2,773.2,792.5,804.1,829.5,795.7,845.9
South Norfolk,E07000149,874.0,849.8,885.8,886.5,810.4,802.2,856.1,831.4,802.3,829.5,723.3,717.2,726.7,724.7,757.9,743.7,701.6
Corby,E07000150,1159.4,1243.6,1148.3,1096.6,1161.0,1175.9,963.3,1123.9,1008.0,1199.0,1080.7,998.2,1059.5,941.9,1067.2,969.8,1109
Daventry,E07000151,994.9,967.4,960.6,978.9,896.3,1009.5,952.4,912.1,844.5,819.6,797.6,929.8,912.3,824.3,861.4,861.5,799.4
East Northamptonshire,E07000152,1010.2,1083.5,983.0,1046.4,1092.4,976.9,979.0,1026.3,942.3,910.0,821.1,818.2,758.8,824.5,830.3,847.2,868.1
Kettering,E07000153,931.4,1040.4,1110.4,1016.2,1041.1,937.5,945.3,944.3,896.6,906.9,830.9,848.8,863.0,790.5,905.2,835.6,859.1
Northampton,E07000154,1028.5,1071.8,1040.4,1032.8,997.8,966.8,998.0,924.4,932.4,913.1,948.2,968.6,894.1,865.2,898.6,886.8,835.8
South Northamptonshire,E07000155,917.8,960.7,1013.5,875.3,863.7,955.9,758.2,854.7,802.7,753.8,766.3,753.1,723.2,708.4,734.1,713.0,744.8
Wellingborough,E07000156,1017.0,1062.2,978.3,954.4,912.5,938.3,876.6,853.2,930.6,820.3,823.1,764.7,821.6,823.6,858.3,911.7,961.8
Craven,E07000163,989.5,865.3,931.1,843.9,846.3,842.6,883.1,799.1,807.5,793.5,731.6,773.4,769.3,707.6,722.4,776.2,707.7
Hambleton,E07000164,938.9,1008.9,918.9,893.1,789.4,846.2,817.5,838.0,787.7,667.1,709.8,706.7,780.8,657.8,705.7,686.9,730.8
Harrogate,E07000165,909.8,922.1,964.8,922.9,855.3,878.4,911.3,894.4,781.6,791.2,806.1,791.0,677.2,793.0,746.5,741.8,712.4
Richmondshire,E07000166,983.3,903.6,1004.5,890.6,1054.5,932.4,885.3,875.3,843.3,871.0,879.4,888.3,818.5,838.1,899.3,739.5,751.3
Ryedale,E07000167,818.0,922.3,957.4,933.2,811.0,794.5,925.5,839.7,757.7,837.7,842.6,850.7,893.2,644.9,753.0,706.7,717.2
Scarborough,E07000168,982.2,1018.4,1037.5,964.0,963.0,978.1,898.5,957.6,875.9,922.4,926.8,878.3,888.0,823.9,874.2,845.4,884.4
Selby,E07000169,1028.9,1035.1,1023.0,900.0,895.1,925.4,991.8,861.7,838.3,868.2,768.9,911.6,801.8,781.2,781.3,871.5,857.2
Ashfield,E07000170,1165.5,1213.9,1194.8,1129.9,1078.3,1023.1,1106.9,1059.2,1022.7,1035.2,944.0,965.8,918.7,936.6,1100.1,929.7,974.6
Bassetlaw,E07000171,1135.8,1106.8,1103.1,1145.0,1068.2,1043.4,1009.4,1077.3,1002.1,964.9,879.6,938.2,913.6,900.6,986.6,919.7,877.7
Broxtowe,E07000172,1088.1,980.9,1062.3,917.8,954.6,936.2,932.2,912.6,859.2,851.5,860.0,827.5,860.6,829.7,918.3,866.2,840.4
Gedling,E07000173,1004.3,1108.3,1065.1,966.5,947.2,890.4,981.1,938.6,911.9,836.4,809.5,941.4,786.4,837.2,895.3,859.0,918.8
Mansfield,E07000174,1160.9,1134.9,1119.2,1017.1,1096.6,1024.4,1003.0,1023.0,1022.7,955.9,927.0,945.1,1009.7,907.9,946.2,1013.0,1076.9
Newark and Sherwood,E07000175,1150.9,1107.3,1003.3,959.5,1007.0,989.6,1004.8,936.6,925.3,903.2,871.0,899.3,835.8,911.0,904.2,821.5,881
Rushcliffe,E07000176,1050.4,968.9,968.6,941.5,910.7,808.3,799.5,864.7,834.8,785.2,780.8,729.2,737.6,687.4,746.4,734.7,761.6
Cherwell,E07000177,1022.9,965.6,930.1,895.8,855.4,834.6,818.7,860.6,842.5,834.9,752.8,832.7,837.3,851.3,813.4,841.8,798.9
Oxford,E07000178,885.7,952.5,986.0,900.2,918.9,937.6,805.6,825.6,800.4,835.8,778.3,818.7,757.6,754.8,768.7,745.6,778.6
South Oxfordshire,E07000179,862.2,929.1,931.2,847.1,884.3,826.3,834.3,806.0,713.0,765.7,740.9,773.1,777.6,709.5,702.2,705.1,696.4
Vale of White Horse,E07000180,863.8,883.1,945.3,804.6,911.2,828.6,772.9,696.6,730.7,750.3,774.5,756.1,773.5,687.1,677.7,641.6,653.8
West Oxfordshire,E07000181,969.8,958.5,987.7,908.4,951.7,844.6,770.2,893.0,802.1,881.6,778.9,785.0,809.6,824.2,806.3,779.7,792.3
Mendip,E07000187,954.7,949.2,1045.0,902.7,964.9,841.0,848.8,843.6,801.6,802.2,755.5,749.8,768.4,732.4,838.6,741.9,774.9
Sedgemoor,E07000188,952.5,874.1,1014.2,870.5,912.5,885.2,836.4,879.3,837.7,869.6,746.9,777.9,784.5,742.2,762.9,737.1,762.8
South Somerset,E07000189,923.2,960.4,886.0,922.5,895.2,837.5,805.2,818.9,787.1,764.3,765.6,745.9,737.1,704.0,758.6,747.8,753
Taunton Deane,E07000190,856.8,934.3,888.0,893.6,896.3,795.1,933.6,893.9,895.3,862.1,780.9,810.5,876.6,749.2,830.0,819.2,779.1
West Somerset,E07000191,928.8,915.4,901.8,804.2,840.7,751.5,791.3,751.8,813.7,771.3,795.0,719.7,683.7,635.9,816.4,840.2,679.3
Cannock Chase,E07000192,1056.2,1077.9,1167.9,971.2,1124.6,1075.6,1129.7,1106.1,955.1,916.7,832.5,872.2,861.7,893.0,920.8,852.1,904.4
East Staffordshire,E07000193,1135.7,1065.4,1122.2,1030.1,1001.1,1044.3,1001.4,929.9,856.1,862.3,917.9,806.7,922.6,873.5,958.0,869.0,858.9
Lichfield,E07000194,1216.1,1128.1,1196.8,1128.4,1016.5,1039.0,987.5,1083.7,858.8,983.9,840.4,817.2,837.9,843.5,851.5,850.6,842.3
Newcastle-under-Lyme,E07000195,1052.3,1081.4,999.1,984.7,1037.1,913.5,1014.5,1005.6,928.0,943.6,886.9,907.5,903.0,849.0,927.9,924.4,795.3
South Staffordshire,E07000196,1085.4,1073.7,1165.1,1066.9,993.8,1037.1,1022.5,985.2,909.5,825.5,813.4,909.4,802.4,782.3,803.1,756.1,825.8
Stafford,E07000197,1047.4,938.5,963.6,947.3,994.1,899.3,987.5,901.0,850.3,829.4,803.0,798.8,837.6,831.5,843.1,792.5,772.3
Staffordshire Moorlands,E07000198,1095.7,1053.5,1048.9,1067.9,984.9,1008.2,948.5,1001.0,912.9,860.1,801.3,859.7,894.5,866.1,914.1,844.3,890.7
Tamworth,E07000199,1183.7,1189.3,1091.9,1161.2,1141.5,1090.8,1040.2,1036.4,863.0,839.6,863.3,888.7,900.3,888.0,794.5,851.8,826.9
Babergh,E07000200,908.5,922.7,937.4,864.4,902.9,786.9,839.5,816.7,877.1,843.2,683.8,761.0,740.9,723.5,800.2,759.7,760
Forest Heath,E07000201,1009.8,1108.7,1066.8,898.0,953.0,758.1,841.3,890.6,908.3,779.5,793.4,738.9,830.1,829.0,850.1,766.4,692.3
Ipswich,E07000202,1050.0,946.2,1017.8,993.7,934.6,907.4,828.4,917.4,893.7,817.4,831.3,815.4,827.1,806.0,902.1,804.6,825.1
Mid Suffolk,E07000203,939.9,946.5,1006.4,891.6,861.9,776.0,788.0,896.4,749.2,714.8,729.3,708.6,834.3,671.2,711.9,722.2,757
St Edmundsbury,E07000204,975.2,975.1,999.7,885.6,964.6,858.8,772.1,802.3,793.2,793.6,688.6,804.5,732.9,679.4,770.6,754.8,723
Suffolk Coastal,E07000205,925.4,890.0,924.7,880.6,882.5,829.8,788.4,819.1,799.6,834.2,778.0,756.4,753.2,677.4,740.5,719.7,717.9
Waveney,E07000206,949.3,997.7,984.0,892.7,943.9,849.4,900.7,894.4,773.4,809.9,810.4,842.9,804.8,797.1,835.0,789.1,894.3
Elmbridge,E07000207,902.7,911.0,888.0,797.4,890.6,799.1,853.2,845.5,756.2,804.6,707.8,706.1,715.7,674.9,716.9,642.9,688.3
Epsom and Ewell,E07000208,793.3,798.1,793.8,770.1,740.4,877.3,752.3,737.3,651.2,688.4,721.6,704.9,696.6,683.4,698.9,700.6,626.2
Guildford,E07000209,832.3,722.9,870.1,796.9,810.2,810.9,722.3,764.2,736.4,749.0,677.2,699.5,794.9,692.1,744.7,735.1,699.9
Mole Valley,E07000210,928.9,825.2,820.5,916.4,874.0,769.9,825.0,802.4,784.6,765.9,680.2,695.6,742.8,726.6,739.0,660.1,651.9
Reigate and Banstead,E07000211,1071.1,1028.5,994.0,1054.4,982.6,957.2,864.4,963.4,825.7,831.7,807.9,770.9,763.9,831.3,878.9,774.4,789.1
Runnymede,E07000212,982.2,879.3,887.4,913.0,914.2,844.1,836.7,916.3,756.6,728.8,766.7,810.3,820.3,665.9,797.0,774.7,781.5
Spelthorne,E07000213,946.4,932.3,919.8,942.2,955.2,819.5,904.8,817.7,752.1,868.1,794.2,836.1,794.6,773.1,809.9,798.6,746.7
Surrey Heath,E07000214,975.0,1054.5,973.0,959.2,963.8,882.9,827.8,869.4,745.3,788.4,817.8,855.0,833.7,801.2,791.5,781.3,762.5
Tandridge,E07000215,1000.4,962.3,984.0,808.9,913.1,861.4,858.7,895.3,798.6,814.2,780.9,846.5,854.3,786.2,765.6,743.1,760.8
Waverley,E07000216,944.6,915.5,901.8,858.6,874.5,864.7,725.0,729.4,746.8,759.7,674.4,677.8,711.3,676.9,710.8,664.3,653.2
Woking,E07000217,922.1,948.5,905.1,833.3,846.0,859.1,838.6,826.8,730.5,721.5,771.0,791.1,770.4,744.7,750.2,876.5,673.3
North Warwickshire,E07000218,1112.7,1024.2,1176.0,1152.0,1015.6,1130.7,992.1,1019.7,907.1,940.3,975.7,843.4,931.7,857.1,941.5,974.8,779.8
Nuneaton and Bedworth,E07000219,1127.5,1199.5,1142.2,1109.1,1113.1,1171.7,991.7,974.1,946.6,960.9,894.4,879.3,952.7,852.7,1016.1,888.8,869.6
Rugby,E07000220,1060.6,1099.8,1128.3,1007.2,1036.8,1005.9,876.5,918.1,811.6,827.9,809.6,794.3,752.0,779.6,790.8,795.3,816.2
Stratford-on-Avon,E07000221,1014.9,960.7,972.8,911.1,968.1,911.1,927.8,832.9,806.4,760.3,669.6,721.1,710.1,741.3,740.1,759.0,719.7
Warwick,E07000222,979.3,969.1,951.7,865.6,894.4,826.3,856.6,819.9,797.8,726.7,714.3,742.9,751.0,718.9,741.4,759.6,696.1
Adur,E07000223,920.4,882.3,972.8,935.3,980.9,948.6,992.6,962.7,821.2,847.2,840.2,866.1,788.6,784.5,865.6,778.0,871.7
Arun,E07000224,998.1,986.1,888.0,904.5,928.9,894.5,873.5,849.5,793.5,845.6,779.4,797.5,767.8,772.9,803.2,835.7,785.4
Chichester,E07000225,941.8,984.5,898.4,867.9,857.6,870.2,872.4,831.5,789.0,705.9,808.4,715.6,712.8,690.6,767.2,681.6,770.7
Crawley,E07000226,1078.9,1012.2,1058.6,947.2,1023.0,926.9,730.4,913.1,876.0,836.9,780.6,882.0,848.4,722.9,731.5,849.0,780.9
Horsham,E07000227,874.6,926.8,851.5,837.5,810.9,804.4,837.3,823.6,790.1,729.8,699.3,769.6,720.4,686.5,799.7,711.9,703.2
Mid Sussex,E07000228,1017.8,1029.6,1010.3,901.7,964.1,866.8,842.3,890.5,844.8,837.0,780.2,740.3,757.2,704.0,770.7,694.2,739.3
Worthing,E07000229,985.7,998.6,1047.8,895.6,1050.8,969.9,900.1,963.6,846.4,905.0,816.5,813.4,808.4,856.0,859.7,838.7,884.2
Bromsgrove,E07000234,1131.8,1083.1,1113.7,1081.8,950.7,957.0,977.5,917.7,913.6,864.2,844.3,850.4,888.7,788.3,826.4,797.2,817.8
Malvern Hills,E07000235,975.8,1024.3,1022.9,952.2,981.2,878.6,854.8,850.5,876.9,882.3,804.3,854.4,852.7,787.0,857.7,819.1,854.3
Redditch,E07000236,1073.0,988.7,1046.7,974.6,1037.0,1006.6,941.4,930.8,826.4,884.1,889.9,857.5,830.2,783.2,758.9,846.3,788.4
Worcester,E07000237,1047.7,1012.8,1014.2,1060.9,949.0,925.7,950.8,927.7,858.9,826.7,773.5,881.0,809.4,806.4,764.2,745.6,847
Wychavon,E07000238,966.6,851.3,938.6,900.3,885.3,789.0,830.9,856.7,725.0,795.5,709.5,729.5,767.3,743.0,683.7,640.9,708.7
Wyre Forest,E07000239,1096.4,1012.5,1012.0,974.8,990.6,921.1,909.9,854.9,871.6,922.4,816.9,833.1,879.8,807.2,881.3,806.4,818.6
St Albans,E07000240,948.8,953.9,936.4,1048.7,845.8,863.7,830.9,864.4,810.2,732.0,696.7,695.4,719.3,714.7,793.0,673.4,736.8
Welwyn Hatfield,E07000241,929.4,940.2,958.2,866.6,801.2,937.0,869.6,930.2,783.2,826.0,814.1,770.9,747.8,792.7,750.8,772.0,745.9
East Hertfordshire,E07000242,984.4,947.3,907.9,991.6,894.2,825.9,857.7,871.5,763.5,836.3,701.3,842.9,681.1,691.5,694.8,675.2,742
Stevenage,E07000243,1038.3,1035.8,1181.9,874.5,914.6,989.4,976.2,864.8,870.0,856.7,827.6,955.5,885.9,904.5,985.2,853.9,913.6
Bolton,E08000001,1142.2,1150.5,1244.8,1202.0,1169.7,1059.5,1141.2,1050.2,1047.3,978.3,985.0,947.9,971.9,966.3,981.4,962.8,933.5
Bury,E08000002,1161.7,1165.3,1103.3,1117.1,1049.8,1082.7,1051.9,1072.0,1046.1,1051.9,967.7,1028.3,991.7,900.6,1046.9,965.5,1022
Manchester,E08000003,1255.3,1282.2,1250.3,1209.0,1168.9,1190.7,1151.9,1256.8,1144.2,1150.6,1061.1,1106.0,1075.3,1102.5,1131.4,1112.8,1092.8
Oldham,E08000004,1164.0,1234.4,1251.5,1127.0,1142.5,1174.1,1188.2,1115.4,1079.8,981.5,986.8,996.4,960.7,1076.5,1063.0,1004.9,987.9
Rochdale,E08000005,1248.7,1164.3,1224.5,1191.6,1176.6,1075.7,1091.1,1111.6,1003.7,1066.8,953.0,1009.0,1003.6,990.8,1030.1,1024.4,994.3
Salford,E08000006,1268.6,1278.9,1330.0,1250.0,1152.1,1207.8,1121.8,1230.5,1113.3,1046.9,1040.9,1068.5,1077.9,998.4,1034.5,1009.4,1011.7
Stockport,E08000007,1033.8,1031.3,1017.8,931.3,981.5,883.1,875.8,940.4,870.9,859.7,810.4,857.0,892.1,827.3,838.5,805.1,831.5
Tameside,E08000008,1200.1,1224.5,1230.2,1135.9,1212.3,1165.5,1153.8,1197.3,1113.3,1039.1,1083.0,1093.6,1097.8,995.3,1073.3,1026.6,1058.8
Trafford,E08000009,1052.1,1036.8,1053.2,1006.6,979.1,976.5,865.9,919.7,830.4,814.9,833.5,763.4,846.2,779.2,792.4,780.7,804.6
Wigan,E08000010,1347.9,1226.4,1288.5,1190.3,1148.1,1142.2,1183.4,1122.8,1036.3,1063.1,1034.0,1037.0,1023.6,935.8,1015.1,1037.1,1043.9
Knowsley,E08000011,1263.9,1270.0,1393.7,1221.0,1186.6,1219.1,1201.1,1180.8,1041.6,1099.2,988.5,1072.5,1068.3,1051.7,1071.7,1076.0,998.9
Liverpool,E08000012,1356.2,1337.8,1332.9,1286.2,1216.3,1203.7,1149.2,1231.7,1080.4,1107.1,1076.7,1047.3,1090.3,1006.6,1050.4,1060.7,1053.9
St. Helens,E08000013,1237.2,1166.3,1235.7,1109.0,1118.6,1006.5,1132.7,1094.9,1054.5,1028.8,963.9,953.9,990.3,960.3,1016.7,1039.7,970.7
Sefton,E08000014,1124.6,1119.8,1099.0,1043.0,1057.1,921.4,1012.3,1008.3,914.5,872.8,822.8,885.3,906.3,869.1,876.1,868.1,827.6
Wirral,E08000015,1099.0,1085.9,1114.2,1034.8,1031.4,976.9,989.8,1033.6,980.3,987.7,890.8,938.5,910.8,902.7,976.0,923.1,872.8
Barnsley,E08000016,1177.0,1165.1,1182.3,1183.1,1170.1,1115.1,1126.2,1066.7,1083.9,1047.7,992.4,923.4,1009.7,945.5,980.2,906.2,917.1
Doncaster,E08000017,1143.3,1157.3,1101.4,1115.6,1106.4,997.9,1054.5,1016.3,944.8,955.8,897.5,975.0,964.6,927.5,956.6,984.2,915.8
Rotherham,E08000018,1112.1,1183.6,1168.0,1117.3,1117.8,987.5,1037.6,1067.5,995.5,960.2,939.6,949.5,983.6,960.7,982.0,957.0,928.9
Sheffield,E08000019,1062.0,1080.2,1077.9,1006.6,1060.8,928.7,1011.4,993.8,930.7,935.9,881.9,890.2,932.4,855.6,891.3,888.4,914.8
Newcastle upon Tyne,E08000021,1132.1,1208.6,1171.2,1071.0,1124.5,1095.9,1050.3,1082.6,1016.1,1022.1,943.7,963.6,923.3,929.8,1061.7,962.1,953.5
North Tyneside,E08000022,1146.3,1181.0,1135.9,1091.2,1001.8,1043.1,1036.5,1084.5,949.2,977.5,909.7,876.1,903.4,906.5,961.0,872.2,992
South Tyneside,E08000023,1064.0,1175.7,1178.8,1174.9,1115.5,1046.0,1064.7,1114.4,971.9,998.9,987.4,992.4,931.2,941.7,998.9,981.6,951.5
Sunderland,E08000024,1252.3,1243.0,1277.8,1181.0,1154.6,1137.0,1109.5,1137.1,1054.7,1110.5,994.6,1097.4,1076.5,1023.5,1033.7,1028.3,989.7
Birmingham,E08000025,1079.6,1078.3,1117.9,1026.4,1029.2,990.5,981.3,974.4,905.0,916.9,888.8,903.5,898.8,876.5,912.5,875.2,892.1
Coventry,E08000026,1053.4,1083.8,1068.0,1020.8,1052.5,1008.7,985.1,999.4,924.7,913.2,889.1,891.1,867.1,901.3,919.5,852.1,913.3
Dudley,E08000027,1054.6,1111.0,1157.8,1030.4,1013.8,968.0,979.6,943.4,891.6,897.5,848.0,837.9,867.2,840.3,882.6,822.9,841.1
Sandwell,E08000028,1205.6,1175.8,1256.9,1132.2,1103.8,1129.9,1104.8,1094.6,988.0,990.5,923.9,937.5,980.1,933.2,996.3,941.6,965.4
Solihull,E08000029,945.5,945.4,994.6,882.5,838.8,806.7,783.5,841.2,759.6,777.9,704.9,759.8,731.0,755.6,750.3,707.7,735.9
Walsall,E08000030,1085.1,1043.5,1073.8,1018.4,965.0,1051.9,924.0,995.6,899.7,906.7,879.0,883.9,831.2,898.0,931.7,891.4,928.6
Wolverhampton,E08000031,1027.3,1056.3,1123.3,1051.0,1088.8,1059.8,1001.2,1021.1,963.3,1000.1,908.7,907.9,950.0,915.3,981.9,956.2,977.7
Bradford,E08000032,1146.2,1168.8,1101.2,1100.1,1104.9,1060.7,1090.1,1074.8,981.0,971.4,946.7,931.6,1012.3,942.7,950.2,964.5,953.9
Calderdale,E08000033,1094.2,1111.7,1067.0,989.1,1046.0,917.9,985.9,983.5,961.2,907.3,883.7,903.4,898.6,865.7,910.9,886.9,897.7
Kirklees,E08000034,1132.2,1151.8,1162.4,1072.0,1062.5,1023.1,1096.0,1043.5,946.8,962.4,912.8,940.4,878.0,914.4,912.3,885.1,893.1
Leeds,E08000035,1040.4,1032.9,1024.2,992.1,963.9,929.5,960.6,975.7,927.2,932.7,931.7,925.2,959.3,880.1,947.7,913.3,907.5
Wakefield,E08000036,1160.5,1136.1,1109.4,1088.9,1093.0,1027.6,1049.9,1084.0,945.4,1012.1,959.8,953.9,925.9,892.9,938.3,935.5,935.6
Gateshead,E08000037,1211.8,1158.9,1226.8,1152.3,1168.0,1046.4,995.4,1065.0,1028.8,995.1,984.5,1053.1,998.0,969.9,1018.0,991.6,979.7
City of London,E09000001,485.2,1113.7,800.7,596.3,673.0,461.9,723.0,676.6,672.3,630.7,463.2,585.3,376.4,348.9,518.8,383.4,620
Barking and Dagenham,E09000002,1120.9,1154.5,1245.3,1095.6,1112.1,1081.8,994.6,1066.0,1036.1,966.3,889.7,955.8,878.2,924.9,986.1,821.5,881.8
Barnet,E09000003,947.2,929.3,911.0,844.6,851.0,831.7,784.3,766.1,779.9,789.1,730.2,714.3,700.0,694.4,714.4,669.7,665.2
Bexley,E09000004,986.3,1012.9,1103.0,956.1,898.3,891.2,867.0,885.5,828.5,803.3,770.1,763.2,800.3,738.5,795.8,765.2,752
Brent,E09000005,933.9,920.9,917.5,844.6,833.2,774.5,745.8,796.6,767.3,787.0,688.6,768.9,720.5,678.4,717.0,685.0,706.5
Bromley,E09000006,950.9,912.3,962.0,867.4,831.5,806.0,837.4,823.3,776.0,764.9,755.9,764.8,685.3,743.4,687.5,716.0,699.3
Camden,E09000007,1056.4,994.0,977.0,994.7,869.1,905.1,876.2,771.0,720.9,709.7,693.9,644.2,642.6,592.3,633.1,541.4,626.2
Croydon,E09000008,1031.0,1064.1,1078.4,1000.8,967.9,976.9,840.7,948.4,878.8,871.1,833.2,817.9,796.9,801.9,849.9,761.5,789.2
Ealing,E09000009,1020.0,985.0,966.2,978.1,910.9,833.9,828.7,908.0,843.6,798.5,781.2,778.8,778.2,781.3,764.5,721.6,696.5
Enfield,E09000010,988.6,1021.9,1033.5,963.7,948.9,893.6,853.8,901.3,831.6,821.4,717.4,798.7,769.3,744.4,793.7,697.1,737.8
Greenwich,E09000011,1115.6,1039.2,1115.4,1059.3,1031.7,954.4,966.7,998.8,942.1,988.3,855.3,903.7,845.0,911.6,877.9,907.9,825.8
Hackney,E09000012,1004.9,994.3,960.8,978.9,917.8,954.8,912.3,945.4,919.9,899.7,878.8,842.9,814.4,848.4,874.4,811.2,802.1
Hammersmith and Fulham,E09000013,923.7,923.8,927.7,869.9,873.4,773.2,794.6,871.1,774.2,843.8,835.1,796.5,809.1,724.6,801.9,722.9,711.2
Haringey,E09000014,1100.8,1022.4,1094.0,988.7,826.4,862.7,860.2,762.6,748.2,849.9,760.9,759.2,701.5,717.9,756.5,692.1,682.6
Harrow,E09000015,832.6,808.9,886.2,839.2,832.5,766.7,754.2,742.2,717.9,687.8,646.6,684.1,652.4,628.8,656.6,642.1,624.1
Havering,E09000016,1019.3,1095.5,1084.8,949.0,1021.8,918.5,912.8,897.8,824.3,819.2,766.2,802.3,813.6,780.4,750.7,796.0,797.2
Hillingdon,E09000017,1004.2,995.5,1006.9,991.5,919.0,826.1,870.1,846.3,819.9,808.6,803.0,830.8,752.2,776.2,864.4,747.4,769.1
Hounslow,E09000018,1113.5,1149.1,1133.6,1099.6,998.7,1007.1,937.6,928.1,872.5,844.7,827.8,810.7,821.3,724.8,754.8,776.9,800.7
Islington,E09000019,1112.1,1078.2,1137.9,1123.7,1038.0,994.4,975.7,999.8,971.8,871.9,856.5,823.2,852.8,803.5,867.4,782.6,846.7
Kensington and Chelsea,E09000020,771.6,731.2,701.3,681.2,717.6,612.3,666.3,676.5,650.0,628.2,686.6,703.6,573.4,623.5,642.4,569.2,606.5
Kingston upon Thames,E09000021,1028.1,1064.6,1053.6,909.9,880.8,873.8,883.9,841.8,781.1,782.8,730.5,730.8,826.7,669.1,745.2,694.4,703.7
Lambeth,E09000022,1102.2,1046.8,1088.0,1087.3,1064.0,1023.9,942.6,1008.2,983.0,916.0,782.4,852.4,831.8,796.5,831.7,807.5,766.5
Lewisham,E09000023,1169.0,1151.8,1162.4,1113.1,1110.4,993.3,957.8,1046.9,882.7,901.2,922.4,813.2,831.0,832.0,853.8,789.7,750.1
Merton,E09000024,960.0,930.1,942.0,866.4,866.9,872.1,887.9,854.0,834.5,728.8,760.4,800.6,791.6,763.1,780.7,766.1,750.5
Newham,E09000025,1136.8,1138.5,1196.1,1158.6,1179.6,1087.6,1055.2,1008.1,974.1,910.6,865.0,856.4,924.5,791.5,943.4,768.4,834.4
Redbridge,E09000026,993.2,972.1,1057.3,951.0,938.9,906.5,874.4,897.1,828.3,808.4,772.2,768.5,798.4,690.2,807.4,756.4,696.8
Richmond upon Thames,E09000027,930.3,923.4,945.4,845.1,811.6,859.1,730.4,721.6,673.6,680.4,658.4,666.1,689.6,618.9,690.6,603.0,660.4
Southwark,E09000028,1037.0,1052.9,1040.7,996.0,974.6,886.7,927.4,924.5,846.2,909.4,845.6,773.7,765.5,838.8,786.1,762.9,687.8
Sutton,E09000029,1085.2,1058.3,1080.5,956.4,878.3,894.1,923.0,896.7,820.3,835.5,749.9,816.6,802.2,880.7,740.0,817.0,734.9
Tower Hamlets,E09000030,1179.7,1187.2,1205.0,1096.9,1053.5,1088.1,1100.6,1107.5,968.6,985.9,899.8,937.3,833.1,934.7,901.2,836.0,786.6
Waltham Forest,E09000031,1136.3,1140.0,1136.2,1012.4,1000.2,988.3,955.9,937.5,898.2,821.7,793.3,809.4,776.9,768.4,830.3,743.3,731.9
Wandsworth,E09000032,1101.0,1100.0,1064.8,1024.3,1015.3,961.6,970.5,1003.2,844.7,862.6,858.8,835.3,822.4,766.9,850.3,794.3,803.9
Westminster,E09000033,850.0,820.2,912.0,814.1,831.9,716.4,744.4,678.2,673.7,750.1,699.4,680.0,621.5,628.8,662.1,623.7,609.5
Isle of Anglesey,W06000001,1058.0,1049.3,1019.3,956.8,999.2,857.8,909.2,832.4,964.7,885.2,817.7,785.5,879.3,814.6,897.2,841.9,812.5
Gwynedd,W06000002,1013.0,1033.3,1024.9,1029.1,942.4,920.9,930.0,963.2,920.3,899.8,719.7,891.9,753.1,779.3,851.0,778.3,821.5
Conwy,W06000003,1044.3,1091.9,1007.3,925.2,959.4,914.8,938.9,954.3,859.1,885.8,839.0,831.4,850.9,819.0,865.2,756.5,852.5
Denbighshire,W06000004,1087.1,1026.2,1111.8,1001.3,1064.3,989.6,925.8,1057.8,1093.1,963.6,943.1,983.5,980.7,1023.8,988.4,1028.1,1032
Flintshire,W06000005,1083.9,1028.7,1072.7,1029.1,1091.6,972.9,976.6,975.5,899.0,904.3,848.4,915.7,937.3,829.6,922.3,895.2,859.6
Wrexham,W06000006,1197.6,1163.1,1115.3,1073.9,1063.8,1070.3,1051.4,1027.0,1001.2,972.7,907.5,876.8,967.2,969.2,1028.5,1039.9,983.5
Ceredigion,W06000008,945.2,958.0,949.7,922.0,845.6,825.5,789.7,801.6,815.5,827.1,803.5,746.9,787.5,731.1,806.9,761.8,723.1
Pembrokeshire,W06000009,1056.6,1075.5,1081.9,964.2,1084.3,959.8,935.3,966.4,876.3,904.9,821.5,889.0,842.4,777.6,876.7,800.6,830.6
