AREANM,AREACD,time1,time2,time3,time4,time5,time6,time7,time8,time9,time10,time11,time12,time13,time14,time15,time16,time17
Gateshead,E08000037,1773.3,1691.1,1693.7,1583.2,1484.0,1473.6,1388.2,1501.4,1430.4,1263.9,1357.0,1296.2,1284.0,1287.6,1305.0,1320.9,1257.1
City of London,E09000001,849.9,1018.6,1056.3,1198.6,725.4,808.4,1173.5,684.9,834.7,1210.0,697.5,635.4,451.3,493.3,583.6,827.2,428.3
Barking and Dagenham,E09000002,1707.5,1540.6,1814.4,1530.8,1573.3,1473.2,1383.7,1452.4,1434.3,1275.1,1339.1,1313.4,1271.5,1281.9,1341.9,1251.7,1250.9
Barnet,E09000003,1377.2,1318.5,1288.1,1233.7,1187.3,1099.4,1109.9,1129.7,1090.9,1060.5,953.0,942.4,978.0,898.9,937.5,942.8,854
Bexley,E09000004,1455.3,1406.1,1323.4,1261.3,1268.3,1239.6,1202.9,1217.7,1178.9,1072.3,1114.2,1110.3,1067.7,1083.3,1177.7,1093.4,1103.5
Brent,E09000005,1468.0,1421.2,1373.0,1305.4,1283.5,1078.1,1199.9,1178.1,1100.3,1085.8,1035.1,1099.0,1088.4,1032.2,1084.3,1002.3,973.8
Bromley,E09000006,1395.8,1297.8,1299.4,1285.8,1222.9,1138.5,1195.6,1166.0,1131.0,1051.6,1013.2,992.9,1019.7,980.8,1009.6,1013.5,963.2
Camden,E09000007,1583.7,1510.2,1454.8,1400.0,1506.5,1220.8,1244.6,1274.0,1140.8,1095.2,1008.5,979.6,976.8,889.1,908.9,867.1,835.1
Croydon,E09000008,1363.5,1362.1,1388.1,1321.2,1243.5,1261.8,1201.6,1161.0,1120.9,1205.8,1126.3,1175.7,987.6,1028.6,1089.3,1028.9,1007.4
Ealing,E09000009,1477.2,1388.3,1504.5,1334.9,1314.1,1226.8,1150.6,1138.7,1215.7,1177.8,1091.7,1102.9,1034.9,969.7,988.0,1014.5,950.5
Enfield,E09000010,1435.4,1402.0,1475.7,1351.4,1231.5,1264.9,1169.2,1225.3,1168.4,1085.7,1092.8,1007.5,1084.0,1048.5,1127.6,1077.8,1010.5
Greenwich,E09000011,1632.8,1658.1,1723.0,1584.1,1733.2,1578.1,1536.9,1481.4,1424.3,1240.0,1301.9,1249.1,1224.5,1158.0,1162.8,1100.4,1155.5
Hackney,E09000012,1549.8,1465.0,1483.4,1491.3,1433.1,1614.1,1356.7,1264.8,1211.4,1282.1,1159.6,1245.7,1107.5,1093.7,1177.5,1108.4,1107.8
Hammersmith and Fulham,E09000013,1419.3,1412.7,1613.6,1252.1,1309.7,1121.7,1403.4,1388.8,1237.0,1045.1,1258.8,1119.5,1122.3,1120.1,1229.3,1027.2,1129.7
Haringey,E09000014,1649.4,1681.4,1683.5,1454.9,1432.1,1322.6,1469.1,1380.6,1196.2,1149.8,1080.9,1064.3,1022.0,1067.6,1090.4,1009.8,969.1
Harrow,E09000015,1223.4,1264.3,1196.2,1175.6,1161.0,1146.8,1016.8,962.9,941.4,906.8,915.0,881.6,848.6,866.3,895.0,785.7,813
Havering,E09000016,1479.3,1558.5,1487.8,1393.1,1371.8,1305.3,1324.5,1267.0,1246.9,1215.1,1110.6,1178.8,1123.1,1032.4,1144.0,1145.3,1194.1
Hillingdon,E09000017,1454.9,1470.3,1387.8,1424.8,1289.8,1366.6,1201.1,1259.1,1157.2,1123.0,1060.2,1129.5,1042.4,1043.5,1023.3,971.1,977.2
Hounslow,E09000018,1561.5,1640.1,1541.5,1541.0,1463.2,1360.6,1295.9,1285.0,1195.0,1171.7,1129.9,1187.8,1161.1,1084.8,1104.7,1063.0,1090
Islington,E09000019,1808.5,1640.5,1519.5,1540.8,1449.9,1499.7,1501.2,1425.5,1392.5,1265.3,1298.4,1290.7,1229.1,1078.2,1183.6,1012.9,1107.1
Kensington and Chelsea,E09000020,1161.0,1093.8,1109.2,988.7,935.6,911.8,928.4,925.2,926.0,934.2,923.3,882.7,863.3,765.9,785.4,767.1,796.1
Kingston upon Thames,E09000021,1429.8,1292.1,1377.0,1174.7,1262.5,1184.9,1128.8,1114.3,1043.5,957.9,1036.8,978.8,1021.7,875.0,1023.6,939.6,996.3
Lambeth,E09000022,1638.8,1657.1,1574.6,1513.2,1405.2,1484.4,1326.8,1470.6,1312.0,1183.1,1265.6,1202.7,1210.0,1119.6,1247.0,1139.0,1104.6
Lewisham,E09000023,1779.7,1583.1,1593.8,1595.7,1522.9,1388.0,1443.6,1527.6,1354.8,1311.8,1231.9,1203.1,1173.8,1179.0,1207.6,1075.3,1196.5
Merton,E09000024,1466.2,1297.8,1426.0,1245.8,1175.7,1180.5,1142.1,1161.6,1054.4,1087.9,1053.4,1083.6,1113.2,1057.4,1084.6,983.8,1004.5
Newham,E09000025,1797.8,1679.1,1518.3,1481.6,1517.3,1467.2,1361.4,1516.2,1341.8,1278.7,1170.1,1303.2,1163.6,1216.7,1133.2,1062.6,1066.3
Redbridge,E09000026,1438.2,1434.8,1432.8,1316.8,1379.9,1234.7,1175.5,1231.6,1143.7,1144.7,1085.0,1020.4,1056.2,1004.9,1114.0,953.1,979.2
Richmond upon Thames,E09000027,1328.1,1240.3,1264.8,1271.6,1101.0,1168.9,1082.5,1056.8,954.2,1019.2,961.2,978.5,942.3,824.4,995.6,904.7,854.3
Southwark,E09000028,1544.8,1559.6,1616.8,1429.0,1472.5,1314.3,1293.1,1403.7,1268.8,1315.2,1234.8,1175.6,1202.4,1124.7,1150.1,1115.1,1197.6
Sutton,E09000029,1537.5,1329.2,1397.0,1276.6,1288.3,1215.1,1229.9,1171.2,1172.2,1129.1,1112.2,1031.9,1050.5,1065.8,1048.2,1037.3,978.6
Tower Hamlets,E09000030,1854.2,1759.1,1717.8,1483.0,1533.9,1606.5,1467.5,1490.4,1404.0,1341.7,1326.4,1359.3,1238.1,1205.2,1250.8,1157.3,1110.1
Waltham Forest,E09000031,1731.9,1695.1,1555.4,1627.0,1554.6,1541.0,1405.4,1272.2,1262.4,1196.2,1064.8,1182.4,1091.3,1140.2,1153.9,1041.9,970.3
Wandsworth,E09000032,1640.4,1588.4,1482.0,1407.3,1518.5,1366.1,1359.3,1357.6,1300.1,1255.5,1151.4,1228.7,1196.7,1119.9,1153.7,1093.9,1075.2
Westminster,E09000033,1270.2,1260.9,1306.4,1204.1,1067.9,946.3,979.9,872.0,952.1,962.6,924.6,989.5,872.6,834.2,901.0,817.4,791.9
Isle of Anglesey,W06000001,1443.6,1421.5,1428.9,1240.2,1389.2,1290.6,1261.0,1347.6,1353.4,1285.7,1175.5,1184.5,1275.9,1112.7,1235.1,1130.3,1043.1
Gwynedd,W06000002,1430.3,1491.9,1438.4,1463.8,1374.4,1255.4,1301.2,1356.2,1243.1,1387.8,1143.2,1133.9,1140.5,1013.4,1279.1,1122.1,1079.2
Conwy,W06000003,1515.3,1454.1,1470.5,1375.9,1306.5,1355.8,1279.5,1265.8,1249.3,1164.7,1161.7,1135.0,1170.2,1183.5,1065.8,1083.7,1049
Denbighshire,W06000004,1513.1,1354.5,1482.9,1397.4,1402.1,1382.9,1309.1,1334.2,1196.4,1307.7,1186.2,1241.9,1338.2,1342.8,1209.8,1366.8,1288.9
Flintshire,W06000005,1534.7,1444.9,1601.4,1451.0,1326.0,1331.3,1244.0,1337.6,1253.7,1145.3,1173.0,1176.8,1198.1,1124.2,1157.4,1155.7,1107.9
Wrexham,W06000006,1622.5,1730.9,1531.3,1468.8,1497.0,1325.2,1384.9,1432.3,1287.0,1267.1,1219.8,1242.3,1155.8,1263.8,1258.6,1188.8,1175.5
Ceredigion,W06000008,1180.3,1269.2,1304.4,1355.5,1300.0,1129.5,1111.0,1125.8,1192.5,1082.8,1161.4,1012.6,1051.4,1041.0,1114.6,1026.2,988.6
Pembrokeshire,W06000009,1661.8,1631.7,1554.1,1399.2,1439.7,1303.9,1277.8,1292.2,1275.4,1159.1,1163.7,1075.4,1139.0,1089.2,1199.1,1096.3,1133.8
Carmarthenshire,W06000010,1742.9,1607.7,1807.3,1684.3,1558.9,1485.3,1464.8,1418.1,1273.6,1281.7,1260.7,1206.5,1255.4,1174.2,1173.0,1287.1,1241.5
Swansea,W06000011,1470.6,1480.8,1626.4,1508.0,1443.3,1360.1,1444.1,1298.2,1408.5,1271.2,1321.1,1287.5,1308.7,1174.5,1261.5,1295.0,1385.6
Neath Port Talbot,W06000012,1688.8,1630.3,1688.1,1534.1,1403.7,1412.4,1451.3,1454.6,1368.1,1338.3,1424.6,1437.8,1317.9,1301.8,1382.2,1433.7,1386
Bridgend,W06000013,1558.9,1574.1,1724.4,1490.3,1677.9,1537.3,1466.7,1455.3,1340.5,1327.3,1324.1,1377.6,1290.5,1367.2,1325.5,1325.9,1359.3
Vale of Glamorgan,W06000014,1429.1,1551.7,1505.9,1272.8,1345.1,1273.4,1316.5,1302.5,1154.5,1245.5,1170.5,1162.0,1175.4,1194.3,1224.6,1228.5,1162
Cardiff,W06000015,1547.9,1554.5,1491.1,1455.1,1442.2,1394.9,1499.5,1389.3,1258.5,1226.8,1239.9,1298.0,1291.8,1217.0,1210.8,1245.2,1225.3
Rhondda Cynon Taf,W06000016,1646.3,1712.1,1737.8,1602.8,1637.8,1548.6,1597.3,1461.9,1490.8,1474.8,1443.0,1340.8,1501.8,1390.5,1367.9,1311.0,1280
Caerphilly,W06000018,1826.6,1644.9,1705.6,1686.1,1485.9,1448.0,1524.8,1604.4,1316.2,1389.0,1377.9,1333.7,1328.5,1304.2,1367.6,1284.2,1251
Blaenau Gwent,W06000019,1880.9,1814.7,2002.8,1724.6,1695.3,1518.7,1556.0,1599.0,1413.0,1492.2,1432.1,1470.4,1498.6,1402.2,1392.9,1528.5,1431.2
Torfaen,W06000020,1584.3,1464.8,1510.2,1405.7,1376.9,1279.3,1446.9,1494.9,1338.6,1288.4,1281.8,1407.1,1210.7,1205.4,1271.2,1245.4,1392.8
Monmouthshire,W06000021,1562.4,1320.4,1393.4,1262.7,1146.7,1292.3,1270.6,1127.9,1011.3,1076.7,1067.7,1095.4,1113.7,912.9,1029.8,1034.2,1021.7
Newport,W06000022,1612.8,1551.0,1522.0,1465.0,1456.4,1301.6,1385.7,1476.7,1337.2,1340.9,1205.4,1319.3,1344.8,1267.7,1336.9,1315.6,1257.2
Powys,W06000023,1447.8,1418.8,1348.7,1268.7,1295.8,1234.0,1240.7,1201.8,1145.2,1172.5,1111.5,1061.9,1070.6,1002.2,1073.9,1098.4,1112.6
Merthyr Tydfil,W06000024,1788.5,1732.2,1832.6,1675.0,1648.4,1397.0,1510.1,1646.3,1546.6,1309.8,1359.7,1198.1,1378.4,1220.1,1326.1,1356.9,1356.6
