AREANM,AREACD,time1,time2,time3,time4,time5,time6,time7,time8,time9,time10,time11,time12,time13,time14,time15,time16,time17
Tower Hamlets,E09000030,1481.9,1470.6,1464.3,1297.5,1274.9,1343.9,1288.2,1305.8,1178.9,1159.7,1102.6,1127.6,1017.7,1063.9,1062.5,982.9,935.9
Waltham Forest,E09000031,1375.6,1368.1,1308.5,1254.8,1214.2,1209.6,1126.7,1086.6,1048.3,983.7,904.5,960.2,907.1,930.7,968,873.2,841.4
Wandsworth,E09000032,1314.6,1292.7,1245.3,1186.9,1225.2,1130.7,1135.1,1151.4,1038.4,1027.3,989.5,1003.2,975.8,913.2,973.3,927.8,920
Westminster,E09000033,1037.4,1015.2,1092,995.6,949.5,824.9,858.4,771.1,802.2,858.1,804.9,826,744.9,730.9,774.8,715.3,698
Isle of Anglesey,W06000001,1230.9,1214.2,1189.6,1097.5,1159.1,1051.9,1051.1,1041.6,1135.2,1046.5,974.9,944.4,1035.4,940.4,1033.1,973.8,917.7
Gwynedd,W06000002,1187.5,1216.2,1172.8,1206.1,1110.8,1068,1088.4,1127.3,1069,1096.7,892.8,991.5,913.6,886.2,1030.3,938,944.1
Conwy,W06000003,1247.3,1245.2,1192.1,1120.5,1110,1100.3,1090,1087.5,1024.7,1001.7,975.2,962.1,992.7,973.7,958.6,905.2,939.2
Denbighshire,W06000004,1253.5,1164.1,1254.9,1180.2,1199.2,1154.6,1090.2,1172.7,1145.9,1118,1049.6,1092.3,1143.2,1173,1096.9,1198.5,1152.2
Flintshire,W06000005,1256.5,1211.9,1284,1214.6,1198.1,1130.3,1104.7,1127.9,1055.9,1018.5,989.4,1040.6,1055.7,961.1,1036,1013.2,974.5
Wrexham,W06000006,1357.7,1372.5,1296,1238.4,1236.7,1189.2,1188.5,1195.4,1125.3,1093.3,1043,1031.2,1053.3,1098.9,1140.4,1115.4,1083.8
Ceredigion,W06000008,1042.7,1094.4,1094.9,1098.7,1030.1,934.9,931.5,939.1,958.5,931.9,957.2,867.6,907.1,869.5,945.7,892.9,846.9
Pembrokeshire,W06000009,1306.3,1290.6,1280.4,1152.4,1259.7,1113.5,1081.8,1125.5,1052.8,1018.1,965,978.1,978.7,911.8,1023.7,940.9,970.4
Carmarthenshire,W06000010,1377.3,1327.5,1407.3,1301.8,1231,1216.4,1174.9,1182.3,1102.6,1074,1037.6,1064.4,1054.8,1029.7,1077.7,1083.3,1045.5
Swansea,W06000011,1245.3,1250.3,1318.8,1217.2,1210.6,1172.9,1188.6,1134.3,1143,1056.1,1073.1,1065.3,1079.3,1005.1,1083.1,1107.9,1090.2
Neath Port Talbot,W06000012,1388.4,1313.9,1352,1286.7,1197.3,1208.8,1191.8,1212.1,1173.6,1163.6,1169.2,1162.3,1132.7,1106,1153.7,1185.5,1150.3
Bridgend,W06000013,1319,1395.8,1431.1,1317.8,1313,1282,1237.2,1227,1089.6,1174.5,1150.2,1177.7,1117.2,1129.8,1163.4,1122.2,1168.7
Vale of Glamorgan,W06000014,1233,1269.4,1243.3,1158.8,1137.9,1118,1104.6,1044.2,1006.4,1008.6,912.7,957,993.3,939.3,992.7,977.8,951.4
Cardiff,W06000015,1268.3,1279.5,1291.2,1197,1183.1,1125.3,1170.6,1144.1,1067.6,1059.1,1009.8,1033.1,1058.9,1011.4,1026.7,1025.1,1014.1
Rhondda Cynon Taf,W06000016,1361.7,1415.6,1411.4,1337.2,1338.6,1229.8,1370.8,1311.8,1216.3,1218.7,1185.7,1157.1,1244.7,1171.9,1192.2,1143.3,1119.5
Caerphilly,W06000018,1433.7,1349.3,1392,1379.2,1308.7,1179.4,1297.2,1269.7,1105.6,1187.2,1131.3,1124.5,1159.8,1110.2,1176.8,1118.5,1121.4
Blaenau Gwent,W06000019,1481.3,1478.3,1576.6,1409.1,1416.4,1278.1,1409.8,1338.6,1244,1279.7,1251.5,1287.6,1271.9,1201.6,1194.5,1233.6,1272.2
Torfaen,W06000020,1315,1295.7,1213.1,1217.3,1194.9,1107.5,1247.1,1206.9,1109.1,1105.5,1049.2,1174.6,1078.9,1022.8,1054.5,1060.7,1119.6
Monmouthshire,W06000021,1221.5,1188.7,1106.7,1057.1,935.9,1004.7,1000.8,967.2,887.7,933.4,886,906.9,889.8,845.5,895.9,871.9,875.1
Newport,W06000022,1319.3,1241,1256.4,1202.9,1224,1119.9,1195.4,1159.1,1144.1,1094.5,1039,1106.2,1094.9,1052,1122.8,1118.6,1095.4
Powys,W06000023,1194.7,1194.1,1181.1,1078.7,1096.7,1040.9,1023.3,980.9,966.1,992.8,913.1,914,916.7,867.1,932.1,903.1,906.5
Merthyr Tydfil,W06000024,1465.6,1486.7,1512.2,1478.6,1386.8,1203.4,1334.1,1322.3,1267.7,1130.6,1148.1,1166,1164.8,1136.8,1146.7,1187.6,1193.5
