Area code,Area name,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
E07000177,Cherwell,145,150,145,155,155,150,160,150,150,135,140,130,120,115,110,115,110,100,105
E07000178,Oxford,115,110,110,125,130,135,135,130,125,105,105,105,95,105,95,95,90,100,100
E07000179,South Oxfordshire,165,175,170,175,185,180,180,175,175,170,150,155,145,140,140,130,125,125,130
E07000180,Vale of White Horse,130,125,125,135,135,135,130,125,115,115,105,105,100,100,105,95,90,85,90
E07000181,West Oxfordshire,120,125,135,130,135,125,135,125,110,110,105,100,100,100,95,100,90,95,105
E07000207,Elmbridge,85,90,75,80,80,80,75,75,70,70,65,60,60,60,65,65,60,65,70
E07000208,Epsom and Ewell,40,35,35,35,40,40,40,35,35,35,35,35,35,35,30,25,25,25,25
E07000209,Guildford,100,115,100,100,100,100,90,100,95,80,80,85,80,80,80,80,75,75,70
E07000210,Mole Valley,70,65,60,65,65,70,70,75,65,65,65,65,65,65,60,60,60,50,55
E07000211,Reigate and Banstead,75,75,70,75,70,80,80,75,70,70,70,65,65,60,60,60,60,60,55
E07000212,Runnymede,55,50,55,55,55,55,50,50,50,45,40,40,40,35,40,35,35,35,35
E07000213,Spelthorne,55,55,55,60,60,60,60,60,60,50,50,50,45,40,40,45,40,40,40
E07000214,Surrey Heath,50,50,50,50,50,50,50,45,45,50,45,50,40,40,35,40,40,45,40
E07000215,Tandridge,60,65,60,65,60,70,65,65,65,65,60,60,60,55,55,50,50,50,50
E07000216,Waverley,100,105,95,100,105,110,110,115,105,105,105,100,95,90,95,100,95,95,85
E07000217,Woking,50,50,50,50,55,50,55,50,50,50,45,45,35,35,45,45,45,45,45
E07000223,Adur,30,40,30,35,35,35,35,35,35,30,30,30,30,35,35,35,30,35,35
E07000224,Arun,110,115,110,115,110,105,105,100,95,85,85,85,85,80,80,80,80,80,75
E07000225,Chichester,155,145,135,140,145,150,150,140,135,125,130,125,125,125,135,120,120,115,115
E07000226,Crawley,40,55,50,55,55,50,50,50,50,50,45,45,40,45,40,40,40,45,45
E07000227,Horsham,100,120,110,115,115,110,110,110,110,105,100,105,100,100,100,95,90,95,90
E07000228,Mid Sussex,75,85,85,85,80,90,90,105,100,95,90,85,75,75,65,70,75,70,70
E07000229,Worthing,60,55,55,50,55,50,55,55,50,45,50,50,50,55,55,55,50,45,45
E12000009,South West,5135,5420,5320,5365,5315,5315,5390,5410,5065,4805,4695,4570,4470,4375,4365,4275,4235,4195,4250
E06000022,Bath and North East Somerset,185,195,205,220,205,200,200,195,190,185,180,170,160,150,165,165,165,160,160
E06000028,Bournemouth,85,80,75,80,75,65,80,90,80,85,85,90,80,70,75,70,70,75,85
E06000023,"Bristol, City of",375,390,350,375,365,360,345,345,330,300,280,270,275,265,290,285,280,285,300
E06000052,Cornwall,575,590,590,610,600,625,625,640,600,560,555,550,545,550,550,525,525,545,540
E06000053,Isles of Scilly,5,5,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,5
E06000024,North Somerset,160,170,175,175,175,175,175,175,165,165,165,155,150,135,135,135,130,140,145
E06000026,Plymouth,200,215,205,205,200,185,195,200,185,175,165,165,165,155,155,155,150,140,140
E06000029,Poole,70,65,65,70,65,70,75,75,70,65,65,55,60,70,60,60,60,55,55
E06000025,South Gloucestershire,170,185,175,185,175,180,180,175,165,155,155,150,165,160,155,145,155,145,150
E06000030,Swindon,130,135,140,140,140,145,150,155,150,140,135,125,115,125,120,110,105,100,100
E06000027,Torbay,130,140,140,135,140,145,140,150,135,120,120,110,110,105,95,95,105,105,105
E06000054,Wiltshire,525,610,605,580,590,580,580,550,505,495,485,460,450,450,420,400,400,365,390
E07000040,East Devon,135,135,135,140,150,150,155,150,140,130,125,120,120,120,130,125,115,115,120
E07000041,Exeter,90,95,85,80,80,85,80,85,90,90,80,80,80,70,65,65,65,70,70
E07000042,Mid Devon,85,95,95,100,95,95,100,100,95,90,85,85,80,80,80,80,80,70,70
E07000043,North Devon,140,145,135,140,140,140,135,130,125,120,120,125,110,110,115,110,110,110,110
E07000044,South Hams,115,125,140,145,150,145,145,130,130,125,125,125,125,115,110,115,115,115,115
E07000045,Teignbridge,150,155,145,150,150,150,155,155,155,150,150,145,150,140,140,140,130,140,130
E07000046,Torridge,85,85,90,85,85,85,85,95,90,75,75,75,75,60,65,65,65,65,65
E07000047,West Devon,85,85,80,80,85,85,85,85,85,75,75,70,70,70,70,75,70,75,70
E07000048,Christchurch,35,35,35,35,30,25,30,25,25,25,25,25,20,20,20,20,20,25,25
E07000049,East Dorset,60,60,60,60,55,55,60,65,60,55,50,55,50,55,55,55,55,50,60
E07000050,North Dorset,70,75,65,65,65,70,65,70,65,60,55,55,50,55,55,55,55,50,55
E07000051,Purbeck,50,45,50,50,55,50,55,65,55,45,45,50,40,45,45,40,40,40,40
E07000052,West Dorset,140,140,135,135,135,150,145,145,130,125,125,125,120,120,115,120,130,125,120
E07000053,Weymouth and Portland,80,90,80,85,80,85,85,90,80,80,80,75,70,65,65,60,55,55,60
E07000078,Cheltenham,90,95,85,85,85,85,95,90,85,85,80,85,85,80,75,75,80,80,75
E07000079,Cotswold,120,125,140,140,130,125,130,140,120,115,125,120,115,105,115,115,115,115,110
E07000080,Forest of Dean,105,115,105,110,105,110,105,115,105,95,80,85,85,85,80,75,70,70,75
E07000081,Gloucester,90,95,80,80,85,80,80,70,70,75,75,70,65,65,65,70,60,60,60
E07000082,Stroud,120,120,115,125,115,110,105,115,105,105,105,100,95,85,85,85,90,90,95
E07000083,Tewkesbury,70,65,70,70,75,65,70,65,60,60,55,50,45,45,55,55,50,50,50
E07000187,Mendip,135,145,150,150,155,160,160,160,145,145,145,135,130,130,130,125,130,125,120
E07000188,Sedgemoor,135,140,130,130,135,135,145,145,130,125,125,120,125,115,125,120,115,115,120
E07000189,South Somerset,190,195,205,190,185,185,195,205,180,170,165,155,155,150,150,145,135,140,135
E07000190,Taunton Deane,125,130,130,115,110,115,115,120,105,85,90,90,90,90,90,95,90,90,85
E07000191,West Somerset,40,45,40,40,40,40,45,45,45,40,40,40,40,45,40,40,40,45,50
W92000004,Wales,2910,3060,2905,2995,3035,3055,3110,3070,2855,2690,2550,2540,2415,2405,2355,2280,2235,2195,2170
W06000001,Isle of Anglesey,75,85,90,85,85,90,90,80,80,75,70,75,55,60,60,60,60,60,60
W06000002,Gwynedd,135,135,145,145,135,145,150,160,150,135,130,140,140,140,125,120,120,120,105
W06000003,Conwy,105,115,95,105,115,115,120,120,105,100,100,105,95,100,100,90,95,100,90
W06000004,Denbighshire,110,120,115,115,115,120,120,115,105,95,90,95,100,105,110,95,90,90,90
W06000005,Flintshire,145,145,150,150,160,155,170,170,150,130,130,125,130,120,110,115,110,100,100
W06000006,Wrexham,130,140,105,110,120,135,135,130,115,115,115,110,105,105,100,95,85,90,80
W06000008,Ceredigion,75,80,85,90,90,90,100,105,95,95,95,95,85,80,80,75,75,75,75
W06000009,Pembrokeshire,205,205,200,215,220,220,230,225,220,200,185,185,175,170,175,165,170,160,165
W06000010,Carmarthenshire,225,235,225,235,230,235,235,230,200,185,175,180,165,155,155,145,140,140,145
W06000011,Swansea,200,230,215,220,225,235,230,215,215,195,185,165,155,165,165,160,160,160,150
W06000012,Neath Port Talbot,110,120,115,115,120,110,105,105,90,85,85,85,80,75,75,75,75,80,90
W06000013,Bridgend,120,120,105,105,110,115,130,120,105,105,100,95,90,90,95,90,85,80,75
W06000014,Vale of Glamorgan,100,100,95,95,105,100,95,95,100,105,100,95,100,100,90,85,80,80,75
W06000015,Cardiff,220,240,225,225,230,220,220,225,210,205,185,185,185,175,185,180,175,175,180
W06000016,Rhondda Cynon Taf,185,195,200,195,210,205,210,200,180,175,165,160,145,150,145,145,140,145,140
W06000018,Caerphilly,130,140,125,135,120,125,135,125,125,130,120,115,115,120,115,110,110,105,100
W06000019,Blaenau Gwent,45,55,40,60,55,55,60,55,50,45,45,45,40,45,45,45,40,35,35
W06000020,Torfaen,75,85,80,80,80,75,75,65,60,60,50,50,45,45,45,45,40,40,40
W06000021,Monmouthshire,115,125,125,120,125,120,120,130,120,120,105,100,100,100,95,95,90,90,90
W06000022,Newport,105,105,100,115,100,105,95,100,95,90,85,90,80,75,75,75,80,70,70
W06000023,Powys,235,230,220,220,230,235,235,245,235,200,190,195,185,180,180,175,170,165,175
W06000024,Merthyr Tydfil,55,55,50,50,55,55,55,55,45,45,45,45,50,50,40,45,45,40,40
S92000003,Scotland,3595,3620,3570,3625,3540,3555,3500,3465,3290,3190,3205,3175,3000,3005,2955,2895,2835,2840,2835
S12000033,Aberdeen City,155,160,160,175,165,150,135,155,140,130,150,140,125,125,125,125,130,125,140
S12000034,Aberdeenshire,120,115,120,125,120,115,110,115,100,100,105,110,105,100,95,90,90,90,90
S12000041,Angus,100,90,95,100,85,95,95,90,80,80,75,70,80,85,80,75,75,80,75
S12000035,Argyll and Bute,90,90,85,80,80,80,85,85,80,80,80,75,70,70,60,60,70,70,70
S12000036,City of Edinburgh,450,455,430,420,445,445,420,400,385,380,390,385,380,390,395,380,390,385,395
S12000005,Clackmannanshire,35,35,35,35,35,30,35,30,30,35,35,30,25,25,30,25,25,30,25
S12000006,Dumfries and Galloway,105,105,105,105,110,105,110,110,110,110,110,115,105,110,105,100,95,90,100
S12000042,Dundee City,135,135,135,135,130,130,135,125,120,115,110,115,115,115,115,115,105,100,100
S12000008,East Ayrshire,100,95,95,95,95,100,90,95,80,80,80,80,70,70,65,65,60,60,65
S12000045,East Dunbartonshire,25,25,30,30,30,35,35,35,35,35,30,30,25,30,30,30,25,30,30
S12000010,East Lothian,55,60,60,55,55,55,55,50,50,55,50,55,55,50,50,40,45,40,40
S12000011,East Renfrewshire,25,25,25,25,25,25,25,25,25,20,20,20,15,20,20,20,15,15,20
S12000014,Falkirk,100,100,90,90,90,95,85,90,85,80,75,70,70,65,65,65,65,65,60
S12000047,Fife,255,250,250,250,245,250,240,240,240,220,220,220,210,200,195,190,190,195,180
S12000046,Glasgow City,460,480,470,500,480,455,455,435,430,415,425,435,410,410,410,410,395,385,400
S12000017,Highland,105,110,110,115,120,120,125,125,120,115,110,110,115,120,120,115,110,120,130
S12000018,Inverclyde,40,45,50,50,45,40,50,50,40,35,40,40,35,40,35,30,25,30,30
S12000019,Midlothian,55,55,50,45,40,45,50,50,45,45,35,35,30,35,35,40,40,40,35
S12000020,Moray,60,60,65,70,60,65,70,65,60,55,60,55,60,55,55,50,45,45,45
S12000013,Na h-Eileanan Siar,10,10,10,10,10,10,10,10,15,15,15,15,10,10,10,10,10,10,10
S12000021,North Ayrshire,105,105,110,100,105,110,95,95,95,85,85,80,75,70,75,65,65,65,65
S12000044,North Lanarkshire,185,190,180,175,165,175,170,165,150,145,145,140,140,145,135,130,130,120,120
S12000023,Orkney Islands,5,5,5,5,5,10,10,5,10,10,10,10,5,10,10,5,5,5,5
S12000048,Perth and Kinross,100,105,100,105,100,95,95,100,95,95,90,90,80,85,90,80,80,75,75
S12000038,Renfrewshire,130,125,125,125,120,135,135,125,125,115,120,105,100,105,90,95,95,100,95
S12000026,Scottish Borders,90,95,95,95,90,90,95,85,75,70,75,65,60,65,65,65,65,65,55
S12000027,Shetland Islands,10,15,15,10,10,10,15,10,10,10,10,10,10,10,10,10,10,10,10
S12000028,South Ayrshire,95,100,95,100,95,95,90,95,90,90,95,85,80,75,70,65,65,60,60
S12000029,South Lanarkshire,195,180,180,180,175,180,185,185,175,175,170,175,155,150,145,150,150,150,155
S12000030,Stirling,55,60,65,65,65,65,65,70,60,60,70,80,70,65,60,60,55,55,55
S12000039,West Dunbartonshire,50,50,50,45,50,50,45,50,50,50,45,50,40,45,45,45,45,50,40
S12000040,West Lothian,95,95,90,85,95,90,90,90,85,85,75,80,75,70,70,70,60,65,65
N92000002,Northern Ireland,1210,1190,1175,1160,1190,1195,1210,1070,1020,960,960,920,875,830,785,780,775,785,785
N09000001,Antrim and Newtownabbey,55,50,50,50,50,50,50,50,45,45,40,40,40,30,30,30,30,30,35
N09000011,Ards and North Down,70,75,75,75,75,75,80,60,55,55,55,60,55,55,45,45,45,45,45
N09000002,"Armagh City, Banbridge and Craigavon",140,130,125,130,125,135,125,105,105,100,95,95,90,85,80,80,80,80,80
N09000003,Belfast,170,160,165,160,155,170,170,155,140,140,140,135,130,125,120,120,115,115,120
N09000004,Causeway Coast and Glens,120,125,120,110,125,120,125,115,110,100,100,95,90,85,75,80,70,75,80
N09000005,Derry City and Strabane,125,125,125,125,135,130,135,125,120,110,110,105,95,100,95,95,90,100,95
N09000006,Fermanagh and Omagh,120,120,115,115,120,120,115,100,90,90,95,90,85,80,75,75,80,80,80
N09000007,Lisburn and Castlereagh,40,40,45,40,45,40,40,35,35,30,30,30,30,25,30,30,35,30,30
N09000008,Mid and East Antrim,80,75,75,65,65,65,65,55,50,50,55,45,45,40,40,45,45,40,45
N09000009,Mid Ulster,130,130,135,130,140,140,145,130,120,115,115,115,105,95,90,90,85,85,85
N09000010,"Newry, Mourne and Down",155,160,155,155,160,155,155,140,145,125,125,115,110,105,100,95,95,100,95
