Area code,Area name,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
E06000046,Isle of Wight,1000,1000,1000,1000,1250,1000,1250,1000,1250,1250,1000,1000,1250,1250,1500,1500,1500,1500,1500
E06000035,Medway,1000,1000,1000,1000,1000,800,1000,900,900,800,700,800,800,900,1000,1000,1000,1000,1000
E06000042,Milton Keynes,1250,1250,1500,1500,1500,1500,1500,1500,1500,1500,1250,1500,1250,1500,1500,1500,1500,1500,1750
E06000044,Portsmouth,1750,2000,1750,1750,1750,1750,2000,2000,1750,1750,1750,1750,1750,2000,2000,2000,2000,1750,2000
E06000038,Reading,1250,1250,1250,1250,1250,1250,1000,1000,1000,900,900,900,1000,1000,1000,1000,1000,1250,1250
E06000039,Slough,600,600,500,400,350,300,350,300,300,250,250,200,225,225,225,200,225,225,225
E06000045,Southampton,1500,1750,1500,1500,1500,1500,1500,1500,1500,1250,1250,1250,1250,1250,1250,1500,1250,1250,1250
E06000037,West Berkshire,1000,1250,1750,1250,1250,1000,1250,1000,900,900,1000,1000,1000,1000,1250,1250,1250,1250,1250
E06000040,Windsor and Maidenhead,1250,1750,1250,1250,1250,1250,1500,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
E06000041,Wokingham,800,800,900,900,800,800,800,800,800,800,700,700,700,800,800,800,800,800,700
E07000004,Aylesbury Vale,1250,1250,1250,1000,1250,1250,1250,1250,1250,1000,1000,1250,1250,1500,1500,1500,1500,1500,1500
E07000005,Chiltern,600,500,600,500,500,500,600,600,600,500,500,500,500,600,700,700,600,600,500
E07000006,South Bucks,700,700,700,700,700,700,700,800,700,700,700,600,700,800,800,800,800,700,700
E07000007,Wycombe,1500,1250,1250,1250,1000,1000,1000,1000,1000,900,900,1000,1000,1250,1250,1250,1250,1250,1250
E07000061,Eastbourne,400,400,450,450,500,500,500,500,500,500,600,500,500,500,600,500,500,500,600
E07000062,Hastings,400,450,450,400,350,350,400,400,450,400,350,400,350,400,350,400,400,450,450
E07000063,Lewes,500,500,600,500,600,600,600,600,700,600,700,800,800,800,800,900,900,1000,800
E07000064,Rother,600,500,600,600,600,600,600,600,600,600,600,600,600,600,700,700,800,800,800
E07000065,Wealden,900,900,900,1000,1000,1000,1000,1000,1000,1000,1000,1000,1250,1250,1250,1500,1500,1500,1250
E07000084,Basingstoke and Deane,900,900,900,900,800,800,900,1000,1000,1000,900,900,1000,1000,1000,1000,1250,1000,1000
E07000085,East Hampshire,800,800,800,700,700,800,900,900,900,900,900,900,1000,1250,1000,1000,1000,1000,1000
E07000086,Eastleigh,800,800,700,800,700,600,700,700,700,800,700,700,800,900,800,800,800,800,800
E07000087,Fareham,700,700,600,600,600,500,700,700,700,800,700,700,700,800,800,800,800,800,800
E07000088,Gosport,400,450,350,400,350,350,450,450,450,500,400,350,350,400,400,400,450,500,450
E07000089,Hart,800,800,800,700,700,700,700,600,700,650,600,700,700,700,700,700,700,800,800
E07000090,Havant,500,600,500,500,500,450,450,400,400,450,450,450,500,500,500,600,600,600,600
E07000091,New Forest,1500,1500,1500,1750,2000,1750,1750,1750,1750,2000,1750,1750,1750,1750,1750,1750,1750,1750,1750
E07000092,Rushmoor,600,400,350,400,350,300,350,350,350,250,250,300,300,400,500,500,500,700,450
E07000093,Test Valley,900,800,800,800,800,800,900,800,800,900,900,1000,1000,1000,1250,1250,1250,1250,1250
E07000094,Winchester,1500,1250,1250,1500,1500,1500,1500,1500,1500,1500,1250,1500,1500,1500,1750,1500,1500,1750,1750
E07000105,Ashford,700,700,600,600,700,800,700,700,800,700,700,700,700,800,900,800,800,900,900
E07000106,Canterbury,1000,1000,900,800,1000,1000,900,1000,1000,1000,900,1000,1000,1250,1250,1250,1250,1250,1250
E07000107,Dartford,500,500,600,600,450,500,500,500,450,500,450,450,450,450,500,500,500,600,600
E07000108,Dover,700,700,800,700,800,800,800,700,700,600,600,600,700,700,700,700,700,800,800
E07000109,Gravesham,500,500,600,500,500,600,500,600,500,500,450,450,600,600,600,600,600,600,500
E07000110,Maidstone,1250,1250,1000,1250,1000,1250,1250,1000,1250,1000,1000,1000,1000,1250,1000,1250,1250,1250,1500
E07000111,Sevenoaks,1000,1000,900,900,900,900,1000,1000,1000,1000,1000,900,1000,1000,1000,1000,1000,1000,1000
E07000112,Folkestone and Hythe,500,500,500,500,500,600,600,600,500,500,500,600,600,600,600,700,700,700,700
E07000113,Swale,700,700,700,700,700,700,700,700,800,700,700,700,700,800,900,900,900,1000,1000
E07000114,Thanet,900,700,800,800,700,800,900,800,800,700,700,800,900,900,900,1000,1000,1000,1000
E07000115,Tonbridge and Malling,600,700,700,700,700,700,600,700,600,600,600,600,600,700,800,800,900,1000,800
E07000116,Tunbridge Wells,700,700,800,800,800,800,800,700,700,600,500,600,700,900,900,900,900,900,900
E07000177,Cherwell,1000,1000,1000,1000,1000,1000,2000,1750,1000,1000,1000,1000,1000,1000,1000,1000,1000,1250,1250
E07000178,Oxford,1250,1750,1250,1250,1250,1250,1250,1250,1250,1000,1000,1000,1000,1250,1500,1250,1250,1250,1250
E07000179,South Oxfordshire,1250,1250,1250,1000,1250,1250,1250,1250,1250,1250,1000,1000,1000,1250,1500,1250,1250,1250,1500
E07000180,Vale of White Horse,1000,1000,1250,1000,900,900,1000,900,1000,900,900,1000,1000,1000,1000,1000,1000,1000,1000
E07000181,West Oxfordshire,900,800,1000,900,900,800,900,900,800,800,800,800,900,900,1000,1000,1000,1000,1000
E07000207,Elmbridge,1000,1000,800,900,800,800,700,700,700,800,800,600,700,800,900,900,900,900,900
E07000208,Epsom and Ewell,450,450,400,400,500,500,500,450,450,450,450,450,450,500,450,400,450,400,400
E07000209,Guildford,1000,1250,1000,1250,1000,1000,1000,1000,1000,1000,900,1000,1000,1000,1000,1000,1000,1000,1000
E07000210,Mole Valley,800,600,600,600,600,600,600,600,600,600,600,600,600,700,700,800,700,700,700
E07000211,Reigate and Banstead,900,800,800,800,800,800,800,700,700,800,800,800,800,800,800,800,700,800,800
E07000212,Runnymede,450,500,500,500,500,450,450,450,450,400,350,400,400,350,400,350,350,350,350
E07000213,Spelthorne,600,600,500,500,600,600,600,500,500,450,500,500,450,450,500,450,450,400,450
E07000214,Surrey Heath,1000,800,800,800,600,600,700,600,500,600,500,600,500,500,600,600,600,600,600
E07000215,Tandridge,600,600,600,600,600,600,600,600,600,600,600,600,600,700,700,600,700,600,700
E07000216,Waverley,800,900,700,800,900,900,900,1000,900,900,900,800,800,900,1000,1000,1250,1250,1000
E07000217,Woking,500,450,500,450,500,450,500,450,450,500,500,500,500,500,500,500,600,700,600
E07000223,Adur,300,300,300,300,300,250,300,300,300,350,300,350,350,450,450,450,400,400,400
E07000224,Arun,900,900,900,900,1000,900,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
E07000225,Chichester,1500,1250,1000,1000,1250,1250,1250,1250,1250,1250,1250,1250,1250,1500,1750,1500,1500,1500,1500
E07000226,Crawley,700,900,800,1000,1000,900,800,800,700,900,800,800,700,700,700,800,800,800,900
E07000227,Horsham,800,1000,900,800,900,800,900,900,900,900,900,900,1000,1000,1000,1000,1000,1000,1000
E07000228,Mid Sussex,700,700,700,600,700,600,700,900,900,900,900,800,800,1000,900,900,1000,1000,1000
E07000229,Worthing,500,500,500,450,450,400,500,500,500,500,500,500,500,600,600,500,600,600,600
E12000009,South West,42000,41000,42000,41000,42000,44000,45000,45000,46000,43000,43000,43000,44000,47000,50000,50000,51000,51000,52000
E06000022,Bath and North East Somerset,1500,1500,1750,1750,1750,1750,1750,1750,1750,1750,1750,1750,1500,1750,2000,2000,2000,2000,2000
E06000028,Bournemouth,1250,1000,1000,1000,1000,900,1000,1250,1500,1250,1250,1250,1250,1000,1250,1000,1250,1250,1250
E06000023,"Bristol, City of",3000,3000,3000,3000,3000,4000,3000,3000,3000,2500,2500,2250,2500,2500,3500,3000,3000,3000,3000
E06000052,Cornwall,4500,4500,4500,4500,4500,5000,5000,5000,5000,5000,5000,5000,5000,6000,6000,6000,6000,7000,7000
E06000053,Isles of Scilly,75,75,75,75,75,75,75,100,75,75,75,75,50,50,75,50,50,45,50
E06000024,North Somerset,1500,1500,1750,1750,1500,1750,1500,1500,1500,1500,1500,1500,1750,1750,1750,2000,2000,2000,2250
E06000026,Plymouth,1750,1500,1750,1500,1500,1250,1750,2000,1500,1500,1500,1500,1500,1500,1500,1500,1500,1750,1500
E06000029,Poole,700,700,600,600,600,900,700,700,800,800,700,700,700,900,900,800,800,700,900
E06000025,South Gloucestershire,2250,2000,2000,2000,2000,2250,2250,2000,2000,1750,1750,1750,2000,2000,2250,2250,2250,2250,2250
E06000030,Swindon,1500,1250,1250,1250,1500,1500,1500,1500,2500,2500,3000,1250,1250,1500,1500,1500,1250,1250,1250
E06000027,Torbay,1250,1000,1250,1000,1000,1250,1250,1250,1000,1000,1000,1000,1000,1000,1000,1000,1000,1250,1250
E06000054,Wiltshire,3500,4000,4000,4000,4000,4000,4000,4000,3500,3500,3500,4000,4000,4500,4500,4500,4500,4500,4500
E07000040,East Devon,1000,1000,1000,1000,1250,1250,1500,1500,1500,1500,1500,1250,1500,1500,1500,1500,1500,1500,1500
E07000041,Exeter,600,700,800,800,800,800,900,900,1000,1000,1000,1000,1000,1000,1000,1000,1000,1250,1250
E07000042,Mid Devon,500,500,600,600,600,600,700,700,700,600,600,600,600,600,700,700,700,700,700
E07000043,North Devon,800,900,800,800,900,1000,1000,1000,1000,1000,1000,1250,1250,1250,1250,1250,1250,1250,1250
E07000044,South Hams,900,900,1000,1000,1250,1250,1250,1000,1000,1000,900,1000,1250,1250,1250,1500,1500,1500,1500
E07000045,Teignbridge,1250,1500,1500,1500,1250,1250,1250,1500,1500,1250,1250,1500,1500,1500,1500,1750,1500,1750,1750
E07000046,Torridge,400,400,450,450,500,500,500,600,600,500,600,500,500,500,600,600,600,600,600
E07000047,West Devon,500,450,500,500,600,600,600,600,600,600,600,600,600,700,800,800,900,900,1000
E07000048,Christchurch,450,400,350,300,350,250,300,250,250,250,250,300,300,400,450,300,350,350,400
E07000049,East Dorset,600,600,600,600,600,600,700,700,700,700,700,700,700,700,800,700,800,800,900
E07000050,North Dorset,700,600,400,400,450,450,450,500,500,500,500,500,450,500,600,600,600,600,600
E07000051,Purbeck,400,400,350,350,500,450,500,600,600,500,500,500,500,600,600,600,600,600,600
E07000052,West Dorset,1000,1000,900,900,900,1000,1000,1000,1000,1000,900,1000,1000,1000,1000,1250,1250,1250,1500
E07000053,Weymouth and Portland,700,800,700,700,700,700,700,800,700,800,700,700,700,700,800,700,600,600,700
E07000078,Cheltenham,900,900,900,900,800,700,800,900,900,900,800,1000,1000,1000,1000,900,900,900,1000
E07000079,Cotswold,1000,1000,1250,1250,1000,1000,1000,1000,1000,900,900,1000,1000,1250,1250,1500,1500,1500,1250
E07000080,Forest of Dean,500,500,500,500,500,500,500,500,500,450,400,450,500,600,600,500,500,600,600
E07000081,Gloucester,900,800,800,800,700,700,700,800,900,700,700,700,700,700,700,900,800,800,900
E07000082,Stroud,900,800,900,800,900,800,800,900,800,800,900,800,900,1000,1000,1000,1250,1000,1250
E07000083,Tewkesbury,700,700,700,700,700,600,600,500,600,600,500,500,500,600,700,700,700,800,800
E07000187,Mendip,1000,1000,1000,1000,1000,1000,1250,1250,1250,1000,1000,1250,1000,1250,1500,1500,1500,1500,1250
E07000188,Sedgemoor,800,800,800,800,900,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1250
E07000189,South Somerset,1250,1000,1250,1000,1000,1000,1250,1250,1250,1250,1250,1250,1250,1250,1500,1500,1500,1500,1500
E07000190,Taunton Deane,1000,900,1000,900,900,1000,900,900,900,800,800,900,900,1000,1000,1000,1250,1250,1000
E07000191,West Somerset,300,250,225,300,300,300,350,350,350,300,250,300,300,400,400,350,400,450,450
W92000004,Wales,19000,19000,19000,18000,19000,20000,21000,21000,21000,19000,18000,19000,19000,21000,22000,22000,22000,22000,22000
W06000001,Isle of Anglesey,450,450,500,400,400,500,500,400,450,400,350,400,350,500,600,500,500,600,600
W06000002,Gwynedd,900,900,900,900,800,900,1000,1000,1000,900,900,1000,1000,1250,1250,1250,1250,1250,1250
W06000003,Conwy,700,700,600,600,700,800,900,900,800,800,800,800,800,900,900,900,1000,1000,900
W06000004,Denbighshire,600,700,700,600,700,800,800,800,600,600,600,600,700,800,1000,900,900,1000,1000
W06000005,Flintshire,900,900,1000,1000,1000,1000,1000,1000,1000,800,800,900,900,900,1000,1000,900,900,1000
W06000006,Wrexham,1000,900,800,800,800,1000,1000,900,800,800,800,700,700,800,800,800,700,900,800
W06000008,Ceredigion,350,400,350,450,450,500,600,600,600,600,500,500,500,600,700,600,600,600,600
W06000009,Pembrokeshire,800,800,800,900,1000,1000,1250,1250,1250,1250,1000,1250,1250,1250,1500,1500,1500,1500,1500
W06000010,Carmarthenshire,900,900,900,1000,1000,1000,1000,1250,1000,800,800,800,800,900,1000,900,1000,1000,1000
W06000011,Swansea,1750,2000,1750,1750,2000,2000,2000,2000,2000,1750,1750,1750,1750,2000,2000,2000,2000,2000,1750
W06000012,Neath Port Talbot,600,600,450,500,500,500,600,600,600,600,500,500,500,500,600,500,600,600,700
W06000013,Bridgend,900,800,800,800,800,800,1000,1000,900,800,800,700,600,800,800,900,900,800,800
W06000014,Vale of Glamorgan,1000,900,800,800,900,900,900,900,1000,1000,1000,1000,1000,1000,1000,1000,900,1000,900
W06000015,Cardiff,3000,3000,3000,2500,3000,3000,3000,3000,3000,2500,2500,2500,2500,3000,3000,3000,3000,3000,3000
W06000016,Rhondda Cynon Taf,900,1000,1000,1000,1250,1000,1000,1000,1000,1000,900,1000,1000,1000,1000,1000,1000,1250,1250
W06000018,Caerphilly,900,900,700,700,700,600,700,700,800,700,700,700,700,800,900,900,900,900,900
W06000019,Blaenau Gwent,225,225,175,225,225,250,225,250,250,250,250,250,250,250,300,300,300,250,250
W06000020,Torfaen,450,450,500,500,500,500,500,450,450,400,350,350,350,400,400,350,350,350,400
W06000021,Monmouthshire,700,800,800,800,700,700,900,900,900,900,800,800,700,900,1000,900,900,1000,900
W06000022,Newport,1000,800,900,900,900,900,900,1000,1000,900,900,800,800,800,1000,900,1000,900,900
W06000023,Powys,1000,900,900,900,1000,1000,1000,1250,1000,1000,900,900,1000,1000,1250,1250,1250,1250,1250
W06000024,Merthyr Tydfil,200,200,175,175,200,200,225,200,200,200,175,225,250,250,225,225,250,225,250
S92000003,Scotland,32000,30000,30000,29000,28000,29000,29000,29000,28000,27000,27000,28000,27000,29000,30000,30000,30000,31000,31000
S12000033,Aberdeen City,2000,1750,1750,2000,1750,1750,1750,1750,1750,1500,1750,1750,1750,1750,1750,1750,1750,1750,2000
S12000034,Aberdeenshire,800,800,800,700,800,800,800,800,700,800,700,900,900,1000,1000,900,800,900,800
S12000041,Angus,700,600,600,600,500,500,500,500,500,500,450,450,500,600,600,600,600,600,600
S12000035,Argyll and Bute,600,600,500,500,500,500,600,600,600,500,500,500,600,600,600,600,600,700,700
S12000036,City of Edinburgh,5000,5000,4500,4500,4500,4500,4500,4000,4000,4000,4000,4500,4000,4500,5000,5000,5000,6000,6000
S12000005,Clackmannanshire,450,300,250,225,200,175,200,200,225,200,225,225,225,225,250,225,200,225,225
S12000006,Dumfries and Galloway,600,500,500,500,600,600,700,700,600,700,700,800,700,700,800,700,700,700,700
S12000042,Dundee City,1250,1250,1250,1250,1250,1000,1250,1000,1000,900,1000,1000,1000,1250,1250,1250,1250,1000,1000
S12000008,East Ayrshire,500,450,450,500,500,600,450,500,450,450,450,500,400,400,400,400,400,450,500
S12000045,East Dunbartonshire,300,250,350,350,400,400,400,400,400,400,350,350,350,350,350,300,350,350,350
S12000010,East Lothian,350,350,350,350,400,400,350,400,400,400,350,400,450,450,450,350,400,400,350
S12000011,East Renfrewshire,300,400,300,400,350,350,300,300,225,225,200,225,175,200,200,200,200,200,300
S12000014,Falkirk,800,1000,800,700,700,700,700,600,700,600,600,500,500,500,500,500,500,600,500
S12000047,Fife,2000,1750,1750,1750,1750,1750,1750,1500,1750,1500,1500,1500,1500,1500,1750,1500,1500,1750,1750
S12000046,Glasgow City,5000,5000,5000,5000,4500,4500,4500,4500,4500,4500,4500,5000,4500,5000,5000,5000,5000,5000,6000
S12000017,Highland,800,800,800,800,800,800,1000,1000,1000,900,900,900,1000,1250,1250,1250,1250,1250,1500
S12000018,Inverclyde,400,350,350,350,350,350,400,400,350,300,300,350,250,300,350,400,350,300,300
S12000019,Midlothian,400,400,350,300,300,300,350,350,400,400,300,300,300,300,350,350,400,450,350
S12000020,Moray,300,300,350,350,350,350,450,450,450,400,400,450,450,450,450,400,400,400,400
S12000013,Na h-Eileanan Siar,100,100,100,100,75,75,75,75,75,75,75,75,50,50,50,75,75,75,75
S12000021,North Ayrshire,700,700,800,700,600,600,700,600,600,500,500,500,600,600,600,600,700,700,600
S12000044,North Lanarkshire,1500,1500,1500,1250,1250,1250,1250,1250,1250,1000,1000,1000,1000,1000,1250,1000,1000,1000,1000
S12000023,Orkney Islands,75,50,50,50,50,50,75,100,125,100,100,100,75,75,100,75,75,75,75
S12000048,Perth and Kinross,700,700,600,700,700,700,700,800,800,800,700,700,700,700,800,700,700,600,600
S12000038,Renfrewshire,1750,1250,1250,1250,1000,1000,1000,1000,1000,1000,1000,900,900,1000,900,1000,1000,1000,1000
S12000026,Scottish Borders,450,400,400,400,350,400,600,500,450,400,500,500,400,450,500,500,500,500,500
S12000027,Shetland Islands,100,150,175,100,75,75,100,125,100,100,125,150,125,125,125,125,125,100,75
S12000028,South Ayrshire,600,600,600,600,600,700,700,700,800,600,700,700,700,700,600,600,600,500,500
S12000029,South Lanarkshire,2000,2000,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1250,1250,1250,1250,1250,1500,1500
S12000030,Stirling,500,450,500,500,500,500,600,600,500,500,700,800,700,700,800,800,700,800,800
S12000039,West Dunbartonshire,500,500,450,400,450,450,400,450,400,400,350,350,300,350,350,450,500,600,500
S12000040,West Lothian,700,600,600,600,600,600,600,500,600,600,500,600,600,500,600,600,600,600,600
N92000002,Northern Ireland,9000,9000,10000,10000,10000,10000,11000,9000,9000,8000,8000,8000,8000,7000,7000,7000,7000,7000,7000
N09000001,Antrim and Newtownabbey,600,450,450,450,700,700,600,450,500,400,350,350,300,250,225,225,225,200,200
N09000011,Ards and North Down,800,900,900,900,800,800,800,600,500,500,600,600,600,500,500,450,500,500,450
N09000002,"Armagh City, Banbridge and Craigavon",700,700,800,800,900,900,800,700,700,700,700,700,700,600,600,600,600,600,600
N09000003,Belfast,2250,2500,2500,2500,2250,2500,3000,2500,2250,2500,2250,2250,2000,2000,2250,2250,2000,2000,2000
N09000004,Causeway Coast and Glens,700,700,700,700,700,800,800,700,600,600,600,500,500,500,500,400,500,500,500
N09000005,Derry City and Strabane,1000,1000,1000,900,1000,1000,1000,1000,1000,900,900,900,700,800,800,800,800,900,800
N09000006,Fermanagh and Omagh,600,700,600,600,700,800,700,600,700,700,700,700,600,600,500,600,500,500,450
N09000007,Lisburn and Castlereagh,500,500,600,500,600,600,600,500,500,400,450,400,450,400,450,500,450,400,400
N09000008,Mid and East Antrim,450,450,500,400,350,350,400,300,350,350,350,350,350,300,350,300,350,300,300
N09000009,Mid Ulster,700,700,900,800,900,900,900,800,700,700,700,700,600,500,600,500,600,600,500
N09000010,"Newry, Mourne and Down",900,1000,1000,1000,1000,900,1000,900,800,700,800,600,600,600,500,500,500,500,500
