AREACD,AREANM,Abigail,Aisha,Alice,Amber,Amelia,Amelie,Anna,Annabelle,Arabella,Aria,Aurora,Ava,Beatrice,Bella,Bonnie,Charlotte,Chloe,Clara,Daisy,Darcey,Darcie,Darcy,Edith,Eleanor,Eliza,Elizabeth,Ella,Ellie,Elsie,Emilia,Emily,Emma,Erin,Esme,Eva,Evelyn,Evie,Florence,Francesca,Freya,Georgia,Grace,Gracie,Hallie,Hannah,Harper,Harriet,Heidi,Holly,Imogen,Iris,Isabella,Isabelle,Isla,Ivy,Jasmine,Jessica,Julia,Layla,Leah,Lilly,Lily,Lola,Lottie,Lucy,Luna,Lyla,Maisie,Maria,Martha,Maryam,Matilda,Maya,Megan,Mia,Mila,Millie,Molly,Nancy,Olivia,Orla,Penelope,Phoebe,Poppy,Robyn,Rose,Rosie,Ruby,Sara,Scarlett,Sienna,Sofia,Sophia,Sophie,Summer,Thea,Victoria,Violet,Willow,Zara
E07000148,Norwich,..,..,0.4,..,0.7,..,..,..,..,0.4,0.4,1,0.4,0.4,..,0.7,..,..,0.9,..,..,..,0.4,0.5,0.4,..,0.4,..,0.7,0.5,0.8,0.5,0.4,..,0.4,0.5,0.5,0.7,..,0.8,..,0.7,..,..,0.4,..,..,..,..,0.9,0.5,0.5,1,1.7,0.8,0.4,0.4,0.4,0.7,..,..,..,0.8,..,..,..,..,0.8,..,..,..,0.5,0.5,0.4,1.3,..,..,..,..,2.1,0.9,..,0.4,0.9,0.4,0.5,..,..,..,0.7,0.9,0.4,0.8,0.5,..,0.7,..,0.4,0.9,..
E07000149,South Norfolk,..,..,0.7,..,1.3,..,..,0.7,..,0.5,..,0.8,..,0.7,..,1.5,0.5,..,0.5,..,..,..,..,1,0.5,..,1.2,..,1.3,..,1,..,..,0.7,0.7,1.5,1.3,1.7,..,0.7,0.5,0.8,..,..,0.5,0.8,0.7,..,..,1,1,1.5,1,1,1.2,0.5,0.8,..,..,..,..,0.7,0.5,..,..,..,..,..,..,..,..,1,..,..,1.7,..,0.5,..,..,2.8,..,0.8,0.8,1.3,..,0.5,0.8,0.8,..,0.7,0.7,0.8,1.2,1.2,..,0.5,..,0.5,1.2,..
E07000150,Corby,..,..,1,..,1.8,..,..,0.6,..,..,..,1.6,..,0.6,..,..,..,..,0.8,..,..,0.6,..,..,..,..,0.8,..,0.6,..,1,..,..,1,..,0.6,..,0.8,..,1,..,1.4,0.6,..,..,..,..,..,..,..,..,0.6,..,0.8,1.8,..,1.2,..,..,..,1,0.6,..,..,..,0.6,..,..,..,..,..,..,..,..,1.2,0.6,..,..,..,..,0.6,..,0.8,0.8,..,..,0.8,0.6,..,1.4,..,0.6,0.8,..,..,..,0.6,..,1.2,..
E07000151,Daventry,..,..,0.8,..,1.3,0.8,..,..,..,..,..,1.3,..,..,..,..,..,..,..,0.8,0.8,..,..,..,..,..,1.3,0.8,..,0.8,..,..,..,0.8,1,0.8,0.8,..,..,..,..,0.8,0.8,..,..,1,0.8,..,..,0.8,..,1.5,1.3,1,1.3,..,1,..,..,0.8,..,..,..,..,..,1,..,..,..,..,..,..,..,..,2,..,..,0.8,..,1.5,..,..,0.8,1,..,..,..,..,..,0.8,0.8,..,1.3,..,..,0.8,0.8,..,0.8,..
E07000152,East Northamptonshire,..,..,..,..,1.3,..,..,0.6,0.6,..,..,1.7,..,..,..,..,..,..,..,..,..,..,..,0.9,..,..,1.1,0.6,..,0.9,..,..,0.9,..,..,1.3,0.9,..,..,0.6,..,1.1,..,..,..,0.9,..,..,..,0.6,..,1.1,0.9,0.6,0.6,..,1.1,..,..,..,..,1.9,0.6,1.1,..,..,..,..,..,..,..,..,..,..,1.3,..,..,..,..,1.7,..,0.9,..,0.9,..,..,0.6,..,..,1.1,0.6,..,..,1.3,..,0.6,..,..,0.9,..
E07000153,Kettering,..,..,0.9,..,2,..,..,..,..,..,..,1.1,..,0.9,..,0.7,0.5,..,0.5,..,0.5,..,..,..,..,0.9,0.9,..,1.3,0.7,1.1,..,..,0.9,..,..,0.9,1.4,..,0.5,0.5,0.7,..,0.9,..,0.7,0.7,..,..,..,..,..,0.7,1.4,0.7,0.5,1.1,..,..,..,0.5,0.7,0.5,..,..,..,0.5,..,0.5,..,..,..,..,..,0.7,..,0.5,..,..,1.8,..,..,0.9,0.9,..,..,0.7,..,..,..,..,1.1,0.9,0.5,..,0.5,..,0.5,1.3,0.7
E07000154,Northampton,..,..,0.6,0.3,1.1,0.3,0.3,0.3,0.2,0.2,0.4,0.9,..,0.3,..,0.5,0.8,0.3,0.9,0.2,0.6,0.3,0.3,0.4,0.4,0.3,0.6,0.4,0.3,0.8,0.6,0.6,0.2,0.2,0.7,0.5,0.5,0.4,0.2,0.4,0.3,0.5,0.3,..,0.4,0.4,0.4,..,..,0.3,..,0.7,0.7,1.4,0.3,0.4,0.9,0.2,..,0.2,..,0.4,0.3,..,..,0.3,..,0.3,0.2,0.3,..,0.4,0.7,..,0.8,0.2,..,0.5,..,1.6,0.2,0.3,0.2,0.5,..,0.3,0.3,0.4,0.3,0.3,0.6,0.6,0.4,0.3,0.3,0.3,0.2,0.3,0.3,0.4
E07000155,South Northamptonshire,..,..,1.4,..,1.2,0.7,0.7,0.7,..,..,..,1.4,..,..,..,..,1.2,..,0.9,..,..,..,..,..,0.9,..,1.4,..,0.9,..,0.7,..,..,..,0.7,0.9,1.2,1.9,..,1.9,..,0.7,0.7,..,..,..,0.7,..,..,0.7,0.9,..,0.9,1.4,1.4,..,0.7,..,..,..,1.2,0.9,..,..,0.9,..,..,..,..,..,..,1.2,..,..,0.7,..,..,..,..,0.9,..,0.7,..,0.9,..,..,0.7,0.7,..,..,0.9,0.7,1.2,1.2,..,0.7,..,..,1.6,..
E07000156,Wellingborough,..,..,..,..,2.7,..,..,..,..,0.8,..,0.6,..,0.8,..,..,..,..,0.6,..,..,..,..,..,..,..,..,0.6,0.8,..,0.8,..,..,0.6,0.8,..,..,..,..,0.8,..,0.6,..,..,..,..,..,..,..,..,..,0.8,0.8,..,0.8,..,0.6,..,..,..,..,..,..,..,..,..,..,0.8,1,..,..,..,..,..,1.5,..,..,..,..,1.5,..,..,0.6,0.6,..,..,..,..,..,..,0.6,..,0.8,0.8,..,0.6,..,..,..,..
E07000163,Craven,..,..,..,1.3,1.3,..,..,..,..,..,..,2.1,..,..,..,1.7,..,..,..,..,..,..,..,..,..,..,..,1.3,..,..,..,..,1.3,..,..,..,1.3,..,..,..,..,..,..,1.3,..,..,..,..,..,..,..,..,..,1.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.7,..,1.7,..,..,..,..,..,..,..,1.7,..,..,..,..,..,..,1.7,..,..,1.7,..,..,..,..,1.3,1.3,..,..,1.7,..
E07000164,Hambleton,..,..,1.4,..,..,..,..,..,0.8,..,..,1.4,1.4,..,..,1.1,..,..,1.4,..,..,..,..,..,..,..,1.4,1.4,1.1,0.8,1.1,..,..,..,..,1.4,0.8,1.1,..,1.4,1.1,..,..,0.8,..,0.8,0.8,..,..,..,..,0.8,1.1,..,0.8,..,1.4,..,..,..,..,..,..,..,..,0.8,..,..,..,..,..,..,..,..,..,..,1.1,..,..,1.9,..,..,1.9,1.1,..,..,0.8,0.8,..,..,..,..,0.8,1.4,..,..,..,..,1.1,0.8
E07000165,Harrogate,..,..,1,..,1.6,1,0.4,0.6,..,0.4,..,1,..,0.7,..,1.4,0.4,..,..,..,..,..,0.6,0.9,0.7,..,0.7,..,0.4,..,2,..,0.6,0.4,0.4,1,1.1,1.3,..,1.1,..,0.9,..,..,0.4,..,0.9,0.6,..,0.4,..,1.1,1,1,..,..,1.3,..,..,0.4,..,1.1,..,..,0.4,0.7,..,0.4,0.4,0.4,..,0.7,..,..,0.9,0.4,..,..,..,1.7,..,0.6,0.7,1.3,..,..,0.6,1.3,..,..,0.4,1,1.1,0.7,..,0.9,..,0.6,0.6,..
E07000166,Richmondshire,..,..,..,..,..,..,..,..,..,..,..,1.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.3,..,..,..,..,..,..,..,..,2.1,1.3,..,..,..,..,..,..,..,..,2.1,..,..,..,1.3,..,..,1.7,1.3,..,..,..,..,..,1.3,..,..,..,..,..,..,..,1.3,..,..,..,..,..,..,..,..,1.3,..,1.3,1.7,..,..,1.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
E07000167,Ryedale,..,..,1.4,..,1.4,..,..,..,..,..,..,1.4,..,..,..,..,..,..,..,..,..,..,..,..,..,1.4,1.9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.4,..,..,..,..,..,..,..,1.4,..,..,1.9,..,..,..,1.4,..,..,..,..,..,..,..,1.4,..,..,..,..,1.4,..,2.4,..,..,..,..,..,1.4,..,..,..,..,..,3.3,..,..,..,..,..,..,..,..,1.9,1.4,..,..,..,..,..,..
E07000168,Scarborough,..,..,1.4,..,1.9,..,..,0.6,..,..,..,1.2,..,..,..,0.8,..,..,1.4,..,..,..,..,..,..,..,0.8,..,1.2,..,..,..,..,..,1.4,..,0.8,..,..,..,..,0.8,..,..,..,0.8,..,..,..,..,..,0.6,1,1.2,0.6,..,0.8,..,0.6,..,..,1.2,0.6,..,..,..,..,..,..,..,..,0.6,..,..,1,..,..,..,..,2.5,..,..,..,1.4,..,..,..,1,..,0.6,..,..,0.8,0.8,..,..,..,..,..,..
E07000169,Selby,..,..,..,0.7,0.9,..,..,..,..,..,..,2.7,..,..,0.7,1.4,..,..,0.9,0.7,0.7,..,..,0.7,..,0.7,0.7,..,..,..,2.1,..,..,0.7,..,1.4,0.9,0.7,..,..,..,0.9,0.7,..,..,0.9,0.7,0.7,..,1.1,..,0.9,1.4,0.9,1.4,0.7,..,..,0.9,..,..,1.1,..,..,1.1,..,..,0.7,..,..,..,0.7,..,..,1.1,..,0.7,0.7,..,2.7,..,0.7,0.9,..,..,..,..,..,..,..,..,..,0.9,..,0.7,..,..,..,..,..
E07000170,Ashfield,..,..,0.9,..,2.3,..,..,..,..,0.4,..,1.4,..,..,..,0.6,0.7,..,2,..,0.4,0.4,0.4,..,..,..,1.3,0.4,0.9,0.4,1.1,..,0.6,0.7,0.7,1,0.4,0.6,..,0.9,0.7,0.4,0.9,..,..,1,..,..,0.7,..,..,1.3,1.1,0.6,1.1,0.9,0.6,..,1.1,..,0.4,0.9,0.4,0.4,0.4,..,..,1,..,0.4,..,..,..,..,1.3,..,..,..,..,1,..,..,1.6,0.4,..,..,0.4,0.6,..,0.9,0.4,..,1,0.6,..,0.6,..,..,..,0.4
E07000171,Bassetlaw,..,..,0.5,..,2.5,..,..,..,..,..,..,0.7,..,..,0.5,..,0.5,..,1.2,..,0.5,..,..,0.5,0.9,..,0.9,0.7,0.5,..,1.6,..,..,..,0.7,0.5,1.2,1.2,..,1.1,..,0.7,..,..,..,0.7,0.7,0.5,0.9,0.7,0.5,1.1,0.7,1.2,0.9,..,0.7,..,..,..,0.9,0.7,..,..,0.5,..,..,0.9,..,0.9,..,0.5,..,..,1.1,..,0.9,..,..,2.8,..,..,0.5,0.7,..,..,0.5,1.2,..,0.7,0.7,1.2,0.9,0.9,..,0.7,..,0.9,0.9,0.7
E07000172,Broxtowe,0.7,..,..,..,0.7,0.5,..,..,..,..,..,..,..,0.5,..,1.1,0.7,0.5,..,..,..,..,..,0.5,0.7,0.5,1.1,0.5,..,0.7,1.5,0.7,0.9,0.7,0.9,1.6,0.9,1.5,..,1.3,..,..,..,..,..,0.7,1.1,..,0.5,..,0.5,..,0.5,1.5,0.5,..,0.7,..,..,..,..,0.9,0.7,..,..,..,0.7,0.5,..,..,..,0.9,..,..,0.5,..,0.5,..,..,2.7,0.7,..,..,0.7,..,0.7,..,1.1,..,0.9,0.5,..,..,1.1,..,..,..,0.7,0.7,..
E07000173,Gedling,..,..,..,0.9,1.2,..,..,..,0.7,..,..,1.6,..,..,..,0.7,0.5,..,1.2,..,..,..,0.5,..,0.7,..,1.1,0.7,0.9,0.7,0.9,..,..,0.7,0.7,0.7,1.8,0.7,0.5,0.7,..,0.5,..,..,0.5,0.7,0.9,..,..,..,0.5,1.1,0.7,1.6,0.7,..,..,..,0.9,..,0.5,1.1,..,0.5,0.5,0.5,..,..,..,..,..,..,..,..,..,0.5,0.7,0.5,0.5,1.1,..,0.9,1.2,1.4,..,..,..,..,..,..,0.7,..,0.5,0.9,..,..,..,1.1,..,..
E07000174,Mansfield,..,..,0.6,..,1.5,0.5,..,..,..,0.6,..,2.4,..,..,..,0.8,..,..,0.8,..,..,..,..,0.8,..,..,0.5,0.6,..,..,1.5,..,..,..,..,..,1.4,0.5,..,0.5,0.5,0.8,..,..,..,0.6,0.6,..,..,..,..,1.4,0.6,2.4,0.5,..,1.2,0.6,0.6,..,0.9,1.4,..,..,0.5,0.5,..,0.5,0.5,..,..,0.8,0.8,..,1.1,..,..,0.6,0.5,1.1,..,..,0.9,1.1,..,0.5,..,0.5,..,..,0.8,0.5,0.5,0.6,..,..,..,..,0.8,..
E07000175,Newark and Sherwood,..,..,1.1,0.7,1.2,..,..,..,..,..,..,1.1,..,..,..,1.6,..,..,1.2,..,0.5,0.7,0.5,0.7,..,0.7,0.5,..,..,..,0.7,..,..,..,0.7,0.5,0.7,1.6,0.7,1.6,..,0.7,..,..,..,0.5,0.7,..,..,0.5,..,0.7,0.5,1.2,0.5,..,..,..,0.5,..,..,1.1,0.5,..,..,..,0.5,..,..,0.7,..,0.9,0.5,..,0.9,..,0.5,0.7,0.5,1.4,..,..,0.9,1.6,..,..,1.1,1.1,..,0.7,..,..,0.7,..,..,..,..,..,0.5,0.7
E07000176,Rushcliffe,..,..,1.1,..,..,0.6,0.6,0.6,..,0.6,..,1.3,..,..,..,1.3,..,0.6,0.6,..,0.6,..,..,0.6,0.6,0.6,0.6,..,0.7,1.1,0.7,..,1.1,..,0.6,0.9,1.3,1.3,0.6,0.9,0.9,0.6,..,..,..,0.9,1.1,..,..,1.1,..,0.7,0.7,2.6,0.6,..,1.3,..,0.6,..,0.6,0.7,..,0.6,0.9,..,..,0.9,..,0.6,..,0.9,..,..,0.9,..,0.7,..,0.9,1.1,..,..,1.3,1.3,..,0.6,0.6,0.6,..,0.6,0.6,..,0.9,0.9,..,..,..,..,..,..
E07000177,Cherwell,0.5,..,0.5,..,1.2,..,..,0.5,0.3,0.5,0.3,1.6,0.3,0.5,..,1,1,..,1,..,..,..,0.3,0.5,0.5,0.7,0.8,0.5,0.8,0.8,0.9,0.6,0.5,0.6,0.8,1.2,1.4,0.7,0.3,0.3,0.5,0.5,..,..,0.3,0.5,0.3,..,..,0.7,..,1.2,..,0.9,0.6,..,0.6,0.3,0.5,..,0.5,..,..,..,0.3,0.7,..,0.3,..,..,..,0.6,0.3,..,0.5,..,..,..,..,1.6,..,..,1.1,1,..,0.3,0.7,0.6,..,..,..,0.6,0.6,1,..,0.3,..,..,0.6,..
E07000178,Oxford,..,..,0.6,..,1.3,..,0.9,..,..,..,..,..,0.4,0.4,..,0.5,0.5,0.4,0.8,..,..,..,..,0.5,..,0.4,0.4,..,..,..,0.5,0.6,..,..,..,0.8,..,..,..,0.4,..,0.4,..,0.4,0.6,0.4,..,..,..,0.9,..,..,..,0.9,0.5,..,..,0.9,..,..,..,1.4,0.5,..,..,0.8,..,..,..,0.4,..,0.5,0.5,..,0.6,..,..,..,..,0.9,..,..,0.5,..,..,0.5,..,0.4,0.4,..,..,0.4,0.8,0.5,..,..,..,..,..,..
E07000179,South Oxfordshire,0.7,..,0.7,..,0.8,0.7,0.6,0.6,0.6,..,..,1.3,..,..,..,1,0.6,0.4,0.7,..,..,..,..,0.6,..,..,1,..,0.4,..,1.7,..,..,..,0.6,1,1.3,1.7,..,..,0.8,1.7,..,..,0.6,0.4,..,..,..,0.7,..,0.8,1.1,1.1,0.6,..,1,..,0.6,..,..,0.6,..,..,0.6,..,0.6,0.7,..,0.4,..,..,..,..,1.3,..,0.6,0.8,..,2.3,..,0.7,1.1,1.1,..,0.8,0.7,0.7,..,..,0.4,..,0.7,1,..,..,..,..,0.4,0.4
E07000180,Vale of White Horse,0.5,..,1.3,0.5,2,0.8,..,1.4,..,..,..,1.9,..,..,0.5,1.4,1.1,..,1.1,0.6,..,..,0.5,0.6,0.5,0.9,0.9,..,1.3,..,0.5,0.6,0.5,..,..,0.9,0.9,1.9,..,0.5,..,1.1,0.5,..,..,..,0.5,..,..,0.8,..,1.4,0.6,0.8,..,..,..,..,..,..,..,1.4,..,..,..,0.5,0.5,0.5,..,..,..,0.6,..,0.8,1.3,..,0.5,0.8,0.5,1.4,0.5,0.5,1.1,1.3,0.5,..,..,0.6,..,0.6,0.5,..,0.5,1.1,..,..,..,..,0.9,..
E07000181,West Oxfordshire,..,..,0.9,..,1.5,..,..,..,0.6,0.6,..,1.1,0.9,..,0.6,..,0.6,0.6,0.6,..,..,..,..,0.6,..,..,0.7,..,0.6,..,1.3,1.3,..,0.6,..,0.7,1.3,2.1,..,0.7,..,0.6,..,..,..,..,..,..,0.7,..,..,1.1,0.9,1.1,0.6,0.7,0.7,..,..,..,..,1.1,..,..,0.6,1.3,..,0.7,..,0.6,..,0.6,..,..,0.6,..,..,0.7,0.6,1.7,0.7,0.6,0.6,2.2,..,..,0.6,0.7,..,..,0.6,..,..,0.6,..,..,..,..,1.3,..
E07000187,Mendip,..,..,0.6,0.6,2.2,..,..,..,..,..,..,1,0.6,0.6,0.6,..,..,..,1.6,0.6,0.8,..,0.6,0.6,1.6,0.6,0.6,..,0.8,1,0.6,..,..,0.6,0.6,0.6,..,1.8,..,0.6,..,..,..,..,..,0.6,..,..,..,..,..,0.6,0.6,1.6,1.2,..,..,..,..,..,..,1.2,0.6,..,..,..,..,0.6,..,..,..,..,0.6,..,1,..,1.4,..,..,2.2,..,0.8,0.6,1.4,..,..,..,..,..,..,..,..,0.6,1.4,..,0.6,..,..,0.6,..
E07000188,Sedgemoor,..,..,..,..,1.2,..,..,..,..,..,..,0.9,..,0.9,..,0.5,0.5,..,..,..,0.9,..,0.7,..,0.5,..,1.9,0.5,0.7,..,1.6,..,..,..,0.5,1.4,1.6,0.5,..,0.7,..,0.7,..,..,..,0.5,..,0.5,0.9,..,..,..,0.7,1.9,..,0.5,..,..,0.5,..,1,..,..,..,..,..,..,0.9,..,0.5,..,0.7,..,..,0.9,..,..,0.5,..,3.3,..,..,0.7,0.7,..,..,1.2,..,..,0.5,0.9,0.5,..,..,..,..,..,..,0.7,..
E07000189,South Somerset,..,..,0.6,..,1.3,0.5,..,..,0.6,..,0.4,0.7,..,0.4,..,0.6,0.8,..,1.2,0.4,0.4,..,0.4,..,0.5,0.7,0.7,..,0.8,0.4,1.2,..,0.4,0.5,..,1.2,1.3,1,..,..,..,0.7,..,..,..,0.7,..,..,0.4,0.6,..,0.4,1.4,1.1,0.6,..,0.5,0.5,..,0.6,0.4,1.2,0.6,..,..,0.5,..,0.6,..,0.4,..,0.8,..,0.4,1.2,..,0.6,1,..,2.3,..,0.5,1.1,1,..,0.4,0.5,1,..,..,0.8,0.4,0.8,0.7,..,..,..,..,1.5,..
E07000190,Taunton Deane,..,..,0.9,..,0.9,0.5,..,0.9,..,0.5,..,0.9,..,0.7,..,0.9,..,..,0.5,..,0.7,0.7,..,..,0.5,..,1.5,..,1.2,0.7,0.9,..,..,0.7,0.5,0.5,0.9,1.5,..,0.5,..,1,..,..,..,0.9,1.2,..,..,0.7,..,0.9,..,1.2,0.5,..,0.5,..,..,..,..,1.2,..,0.5,..,0.7,..,0.9,..,0.5,..,1.2,..,0.7,1,..,..,0.5,..,2.2,..,0.5,1.2,1,0.5,..,0.5,0.5,..,0.9,1.4,..,0.5,0.9,..,..,0.5,..,0.9,..
E07000191,West Somerset,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.1,..,..,..,..,..,..,..,..,..,..,..,3.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.3,..,..,..,..,..,..,..,..,2.3,2.3,..,2.3,..,..,..,..,..,..,..,..,..,..
E07000192,Cannock Chase,..,..,1.1,1.1,0.8,..,..,..,..,..,..,0.6,..,..,..,0.8,..,..,1.3,..,1.3,..,..,..,1.1,..,1,0.8,1.1,..,1,..,0.6,..,..,..,0.6,..,0.6,..,..,1.1,..,..,..,1,..,..,..,1,..,1.9,1.1,1.5,0.8,0.6,..,..,0.6,..,..,1.1,0.8,..,..,0.8,..,..,..,..,..,1,..,..,0.6,0.6,0.8,..,0.8,2.9,..,..,0.8,1.3,..,..,..,..,..,1.5,0.6,0.6,0.6,0.8,0.6,0.6,..,..,0.6,..
E07000193,East Staffordshire,0.7,..,0.5,0.5,1.5,..,..,..,..,..,..,0.8,..,0.7,..,0.8,1.1,..,..,..,..,..,..,..,..,0.7,1.1,0.5,1.1,0.5,0.7,..,..,..,1.1,0.7,0.7,0.5,..,..,..,0.8,0.5,..,..,0.7,..,..,0.7,..,..,0.8,..,0.8,..,..,..,..,0.7,0.5,..,..,..,..,..,0.5,..,..,0.5,0.5,0.5,..,..,..,1,..,..,0.5,0.5,1.6,..,..,1.1,0.7,0.5,..,0.7,..,..,0.5,..,0.5,0.7,0.5,..,..,..,0.5,..,..
E07000194,Lichfield,..,..,1.2,..,2,..,..,..,..,..,..,2,..,0.8,..,1.4,..,..,1.2,0.6,..,..,..,..,..,..,2.6,0.6,0.8,0.6,1,..,0.8,..,0.8,1,0.6,0.6,..,..,..,1.6,..,0.6,..,..,0.6,0.6,0.8,0.8,0.6,0.8,1,1,..,..,1.4,..,..,..,..,0.8,0.6,..,..,..,..,..,..,..,..,0.8,..,..,1.4,0.6,0.8,..,0.8,2.4,0.6,0.6,0.6,0.8,0.6,..,0.6,..,..,..,0.6,..,1.4,1.6,..,0.8,..,0.8,..,..
E07000195,Newcastle-under-Lyme,..,..,1.1,..,1.6,0.5,..,..,..,..,0.5,1.1,..,0.5,..,..,0.5,..,0.5,..,..,..,..,..,..,0.7,1.1,0.9,0.9,0.7,1.2,..,0.7,0.7,0.7,0.5,..,..,..,1.1,..,1.2,..,..,0.7,0.9,..,..,..,..,..,1.2,1.4,1.2,1.1,..,0.5,..,0.7,..,..,0.7,..,..,1.1,..,..,..,..,..,..,..,..,0.5,..,..,..,..,..,1.6,..,..,..,1.1,..,..,..,1.6,..,0.7,1.1,..,0.9,0.9,..,0.5,..,..,1.2,..
E07000196,South Staffordshire,..,..,1.5,..,1.5,..,..,..,..,..,..,1.1,..,..,0.7,0.9,1.1,..,1.3,..,..,0.7,..,0.9,0.7,..,0.9,..,1.5,0.9,0.9,..,..,0.9,..,..,1.3,..,..,..,..,0.9,..,..,..,..,1.1,..,0.7,..,..,..,..,1.3,0.9,..,0.7,..,0.7,0.7,..,0.9,0.7,..,..,0.9,..,..,..,..,..,1.1,..,..,2,..,0.9,..,..,2.8,..,1.1,..,0.9,..,..,0.9,0.9,..,0.7,..,0.7,0.7,0.9,..,..,..,..,0.7,..
E07000197,Stafford,..,..,1.5,..,1.6,..,..,..,..,0.5,..,2,..,0.5,..,0.8,..,..,0.7,..,..,..,..,..,1,1,0.5,0.7,1,0.7,1.8,..,0.5,..,..,..,0.7,1,0.7,0.5,0.8,0.8,..,..,..,0.7,1.3,..,0.8,0.5,..,0.8,0.7,0.8,1.8,..,0.8,..,..,..,..,0.7,..,0.5,..,..,..,..,..,..,..,..,..,..,0.5,0.5,0.7,..,0.7,1.3,0.5,0.7,0.8,1.5,..,..,..,..,..,1.1,0.8,0.5,0.7,1.1,..,..,..,1.1,0.7,..
E07000198,Staffordshire Moorlands,..,..,..,..,1.1,..,..,..,..,..,..,0.8,..,..,..,1.1,0.8,..,1.6,..,..,..,..,..,..,..,0.8,..,1.8,1.1,1.1,0.8,..,1.3,0.8,0.8,1.3,0.8,0.8,1.3,1.1,1.3,..,..,..,..,..,1.1,..,..,..,0.8,1.1,1.8,0.8,0.8,..,..,..,..,1.3,1.8,1.3,0.8,0.8,..,..,..,..,..,..,..,..,..,..,..,0.8,0.8,..,2.4,..,..,..,1.3,..,..,1.6,..,..,0.8,1.6,..,..,..,..,..,..,..,..,..
E07000199,Tamworth,..,..,..,0.8,..,..,..,..,..,..,..,1.5,..,..,..,..,..,..,1,0.8,..,..,..,..,0.8,0.8,0.8,0.8,..,..,1,..,..,..,1.8,1.5,1.5,1,..,0.8,0.8,0.8,0.8,..,..,1.3,..,..,..,..,..,0.8,..,..,..,..,..,..,..,..,1,1.5,..,0.8,..,..,0.8,..,..,..,..,..,..,..,1.3,..,..,..,..,1,0.8,..,..,1,..,..,0.8,..,..,0.8,..,..,0.8,1.5,..,..,..,1,0.8,..
E07000200,Babergh,..,..,1.1,..,1.9,..,..,0.8,..,..,..,1.1,..,0.8,..,1.9,..,..,1.4,..,..,..,..,1.1,0.8,..,..,..,1.1,..,1.4,..,..,0.8,..,1.1,..,1.4,..,..,0.8,1.7,..,..,..,..,..,..,..,0.8,..,2.2,..,1.4,..,..,1.7,..,1.1,..,..,1.1,..,..,1.1,..,..,..,..,0.8,..,0.8,..,..,1.4,..,0.8,..,..,2.8,..,0.8,0.8,1.4,..,0.8,0.8,1.1,..,..,..,..,0.8,1.1,..,..,..,..,0.8,..
E07000201,Forest Heath,..,..,..,..,2.2,..,..,..,0.6,0.6,..,1,..,..,..,0.6,..,..,..,..,..,..,..,0.8,..,..,1.2,..,0.6,1.2,1.8,0.8,..,..,0.6,0.6,1,1,..,0.6,..,..,..,..,..,1.2,..,..,..,0.8,..,1.4,..,1.2,1,..,0.6,..,0.6,..,..,0.8,..,..,0.6,..,..,0.6,0.6,..,..,0.8,0.6,..,..,..,..,..,..,2.6,..,1,1,0.8,..,..,..,..,..,..,1,..,1.2,0.8,..,..,0.6,..,0.8,0.6
E07000202,Ipswich,0.4,..,0.3,..,2.1,0.3,..,..,..,0.9,0.4,0.9,..,0.5,0.3,0.4,..,..,0.5,0.3,..,..,0.3,0.4,0.5,..,0.7,..,0.4,0.4,1,..,0.4,..,1,0.7,0.9,0.5,..,..,..,0.9,0.3,..,..,0.8,..,..,..,0.3,0.3,0.5,1,1.1,1.2,..,0.9,..,0.4,..,..,0.4,0.5,..,..,..,..,0.4,0.7,..,..,0.3,0.7,..,0.7,..,0.3,0.4,..,1.1,..,..,0.4,0.8,..,0.3,0.3,0.8,0.4,0.5,0.7,0.8,0.7,0.7,..,0.3,..,..,0.5,..
E07000203,Mid Suffolk,..,..,1.1,..,0.8,..,..,..,..,..,..,1.9,..,..,..,1.9,..,..,..,..,..,..,..,..,0.8,..,0.8,0.8,0.8,..,0.8,..,1.1,..,0.8,1.1,1.6,1.9,..,0.8,..,0.8,0.8,..,..,0.8,..,..,..,..,..,..,1.1,1.6,1.9,..,1.1,..,..,..,..,0.8,..,..,..,1.1,..,..,..,..,..,0.8,..,..,..,..,..,..,0.8,2.4,0.8,..,..,2.1,..,..,0.8,0.8,..,..,..,..,..,..,1.1,..,..,..,1.1,..
E07000204,St Edmundsbury,..,..,0.6,0.6,1.1,0.6,..,..,0.6,0.7,..,0.6,..,..,..,0.7,0.7,..,0.9,..,..,..,..,0.6,0.7,0.6,..,..,1.7,..,0.9,0.7,..,..,0.6,1.1,1.1,0.9,..,0.9,..,..,0.6,..,..,0.6,..,..,..,1.3,..,1.5,1.7,0.9,0.9,..,0.7,..,0.6,0.6,..,0.9,0.6,..,..,..,..,0.6,0.6,..,..,..,0.6,..,0.7,..,0.7,0.7,..,1.5,..,..,..,0.6,..,..,0.9,0.7,..,0.9,0.7,..,0.7,0.9,..,..,..,..,1.5,..
